Commit,TotalTestabilitySmells,OpenIssues,ClosedIssues
3fa0ef774df105af69c49b37763e9ed9026f1c5e,0,0,0
80acea942ee4f0cf6b4356c8ab68a82ab69db01d,0,0,0
2ff678f57e612c8e6edf4d715ed7a04c7d012943,0,0,0
90a51ed4e8e69910263d0c37d9d5b90e83a74ede,0,0,0
ef875f3cf0ec9688c090f3dc9ff36e71e495aba0,0,0,0
ce32b3b26dcc978bc219a3cf01351c902155a16f,0,0,0
7492747191b51e7db467d2eb3ab7799c74be0ac1,0,0,0
96f2d5fd53de0b91101a95e6ea87f5767e43aa5a,0,0,0
24ee621748aa4f72aac5b5cf247510efdb751dff,0,0,0
5fdb0a0c53c619f459857320bf247e4bc162cab5,0,0,0
00b162ffc680a7c765c8f801c720732f217bbb01,0,0,0
d97df661265185da61f736ac2ed4cb59a55b3191,0,0,0
ee75958e148df4e3b7cb85d5271d9fc2c36c13da,0,0,0
bd9e5a87fd1c1d2ab7d0ce5ab8ad2028b620724d,0,0,0
cf87e252409851a37787bc43653812b3fa595221,0,0,0
08200932b9cc506a56363ca4b4b5cc77ebf1e92d,0,0,0
dc7c3d4e813c872cf893472b103c3efed846a689,0,0,0
9e93b4ccbda4abd101ea558db4eb4ce0b289e71b,0,0,0
3b55d9f0ab1415605bc5956bc133bb2aae6ad6a5,0,0,0
465288aef581f7c6f97c1ad5af0ded75629f98f1,0,0,0
95ab5cc7becf2d7dcaa4e479b7c2a83dd891a5c3,0,0,0
b0021ef337b7f998f8d72502ec48bf4a3c5ae188,0,0,0
b7a0fdd999b016be1c37ac11f160d5ab3302b912,1,0,0
aa6d88ac81555bc222379aadacb099bd7192557c,1,0,0
b4681b94ef11d7524d34c0e5c12f09beeb4312b6,1,0,0
703a315cc8daedca52ae25224ee6cd3cb97a718e,2,0,0
8c1a9b23ba179eb079a30c686ce8f7fc6eb68ff6,2,0,0
252158e532eec69b2b88f2d3d5a5a1e586672bce,2,0,0
ee1c39b21d369033e1a765bc590ecf2d5245828c,2,0,0
998ec14467405912ab6497b571ce9ccd26d0adf9,2,0,0
67cc87af1d534ae0acae915a6c28c34c51d0c25d,2,0,0
1abdfc95ba7d29ee6cdc9a5c08f3f55103d5e361,2,0,0
fac4c310f03165e355d1ee8235531f6cf1611804,2,0,0
f290c0f3f40ae984ae6bf90c9883fda9c7d771ba,3,0,0
cc55e72f0ea21136a05082c2d76409d927557d89,3,0,0
f296a15c8d5c5c2089d3439a34daef9d84d7b4b5,4,0,0
b8dee28408430aed12dfee3867534113fdd46333,4,0,0
1fd7c93f71addbbbc744a0096d88b2ffeb9eaf8a,5,0,0
087713fe31f27873fa2e97a0d64fcbb4db6a5d42,5,0,0
9722fd74c43faebcd4d58e2336f29ebbbb492f40,5,0,0
ea48635296d981601e49a36adb005f1c04e35aed,5,0,0
0d033c39c460707fbfcce840fc0b0c9c7c5b86fd,5,0,0
2a9da4f084b512b82524019b722e772809f25a03,6,0,0
e5fa2e1936d739bf2bdab76bdd1fd4f1d4af67b5,5,0,0
2c4a4eed5c75a9b55e08475d54afdb3eb5b4ac2a,5,0,0
bee2f9f3d6e4e3fd6e9ceff37a577c99dcc555b9,5,0,0
a650aba8ceec186c0917a015b9089aa707ccc032,5,0,0
e955adc639d6bc48ba22c81847f0b3eb9e18f89d,5,0,0
7591e76c392e8a09162ddcf056e68216b90c3d92,5,0,0
fa24e88e7126aa3000aa241978d05e46be2ffaba,5,0,0
62b2f92eee826b21f178cf32e247f8418784bc58,5,0,0
011582703e2015b12370b55da56ee2dda5d6f175,6,0,0
3ff2ce188000fc58de851a1a336c6d6bb8c69fd1,6,0,0
b02c015e5dc6e33b7acf44aa5ad2597ff5476188,7,0,0
6627b5305f2ba894456f163be5bd70dd6ba8b484,7,0,0
788c17d4b135709ac150e5799641c97c27d8637f,7,0,0
9c81899f5554731b4b1d6086e12ae63321880fa1,7,0,0
1fc1ada474dcdbfddda616656be818d851812a82,7,0,0
557637feaa41008aaa10538b422ac36f6bdafdb9,6,0,0
3942303ce5be4b6ee58bc750db3949b4583aac2a,6,0,0
208b1e26b59b8ab888d7cbd8a50b76703b1831df,7,0,0
5039f83a46498b1bbad2cc1418a7cd56a5478f8d,7,0,0
3902bf058586fcbf56fbd8b150e2523f175b1164,8,0,0
c701598d0b512060a6d03f8e1350982d9ca42c51,8,0,0
0ad8bdd40e4fa2d7dcc378942e20e47fe00b3316,8,0,0
5c96107fe7b8407d905304eabc1a0a4c33a8a822,8,0,0
e1bfb30d2b77589595e2ce892966a90aa779bbea,8,0,0
77419dd5c222cf3696e239b1aa33ce13f74d52e9,8,0,0
d9b37d6bc45ca7bce3a3d5252b6ce3f9d46df417,8,0,0
c667f26c189f4d89bb774d48f9a0126b4b712bca,8,0,0
165cd05edb1bc1f33fc73c1c59c0b72dd27e8dc5,8,0,0
90c73b968913c3e76d4b849b4e89e0c49ae85c0a,8,0,0
09dca4c861ed30403155bf5c52871c465dfc84de,8,0,0
85df723230f568d626bd28960ce097ae00dc1aa9,8,0,0
eba22b45df2714dd04449603419c9d761a05535a,8,0,0
e1585da5a2525da7473c593a7b6a63e339f97034,8,0,0
db72e84b72db212b195be023b277e9f4073809bb,8,0,0
af4b503d37f3bc4a9242aa13ac1f3f504d70f4e3,8,0,0
4345080b0bfc9a63f134d96f535717c6c851a23a,8,0,0
cffcebac902f877e3e895dabd7fb3ca6fef68187,8,0,0
0abd5f50eb7c687ba5c13b598702262882637805,8,0,0
4ef68012bbc893e52fc62bdf564a673038d14830,8,0,0
d71e3989e8631c7ff9401d4d5600bb4d8c192b66,8,0,0
bacb7b3b18c0cc3ee8e2a85e7364e27becac430b,8,0,0
77914778880fd0e138f7968a34e32f791d072e5c,8,0,0
fc22da305b2d2f6d162be58493f78623ac04608d,8,0,0
4ec5b58fda1f85370b12a8a8525c857dab0da55c,9,0,0
cab4ae3bbb2c38f0be61b27eb85808f005687cd4,9,0,0
25581bc4d034c8d9eced8a52a18aed36d9cac462,10,0,0
a228eb5603ddd8c4e215ec8be83ab85dddba6a69,10,0,0
f84fae46db7ded8038877c70ed81958b7b654c45,10,0,0
37733f0100afb23843eaab01249bd9506ca6eb26,10,0,0
f0b1ef99eff084a88d4e7ba8c44da7ebe56520eb,10,0,0
a67cde397e4429b05100bb55ceeade3104bd3384,10,0,0
aa467a95101f40a33c57cfd3295aad7fe913259f,10,0,0
c10af590385c179815517ce40d0e8b235c90ff01,10,0,0
00555f89f10804bd6b8dfaebd313d2caebb48241,10,0,0
39a287ec7b3dbba92cfca2bf56b786505abeb4f0,10,0,0
4af1afe80bc61d6f895991b5b4c350fe2f34b264,11,0,0
e8cd63c6376013cec140417b65ea2aa3f23c8147,12,0,0
80a36d2d95bc4a4bbad787e807af7dfc6c792339,12,0,0
64e45fdfb3da293c7a320dd2f3a6818aea225058,12,0,0
d03d09142c26bda0ab054eb4996a383fef96fa9a,12,0,0
93e325edee0540f2a1923f27e88ccb30c8bc4156,16,0,0
043027011611c2227ec44ea4d1b62f39765189c8,16,0,0
34ac9587ae044add646305dce1a6f07c59f6d482,16,0,0
ee5e7f0ddbd9cf2c3cab0daec4e3b9d855ee894b,17,0,0
e1d9084374acb58d0a58119c4aaeec9c65dd1e98,17,0,0
254ab1a4713b3da9ddf6dbb7f2d22a2530a842e9,17,0,0
f9d516c0dd0314595b6d67c67393ed223143602a,17,0,0
4600dd8cb7f13308af644944babfc1a9aa7c5ced,18,0,0
ca23d690ec3741870b45a88146749fbb0dcbc792,18,0,0
e63174f65e9757994add1cd8c6c0ab3cc45d3acc,20,0,0
56c7cf8d8a0fcfa6a8b6af65065c6b38ab2f6e3a,19,0,0
37be2ad96b8e00023d4a1c3d25a0c336fbfd1ab5,19,0,0
f12b464bf438cb74e680b345a44059d65f18b0e5,20,0,0
65ecc6c389e24cc26b9578bbc073b8a2579261e7,20,0,0
ee20ed37b98b7b77ab0305fa68498f5dac9c0eef,28,0,0
6e72fd0b1f658e5af52d01c6c1bcc03a9b912317,22,0,0
7da28f4d6a6131f19b30d8f513efadc7be0996a8,31,0,0
ff089902d4cc3a015883c2976b7bfead37b148a7,31,0,0
5ab19a77ebb438a9260b2fc0305cbaa844eb5558,31,0,0
49d3519df1c2229940682472014c9a5025723b99,32,0,0
351b089eba3489b300d9d715007666bf089014bf,32,0,0
7e23e64647be3ec8738cd9e5dd6c25ccf56e7e00,33,0,0
838b46c6705a950460579b113d5d4a8056dbcd90,33,0,0
2f7d3a678902396cc9efd93086f0952ac1b65326,31,0,0
d0dc6b110519f583216d65b107dd8acbc4e0b35e,31,0,0
8783dce04edbb94e4626f15de062c2aef0899308,35,0,0
8fca66e6dad60a86ba21254936593b28e556b671,36,0,0
a47722fab40c9c10e47c387684612c36e4a76ea7,33,0,0
2af3abf725c7bd5f9f98fd74c0090e932481409b,34,0,0
18f3ddecaa195d9b6e0cf82a8b5bec28d7e1efab,38,0,0
baa899ce65a72a68b8dd5486a559dc6f4a7012f7,39,0,0
7d68ca55d030bfea771aeea5fd42005a662e341a,39,0,0
deadc16052fe30e2ab6e5b7e5ab8d4a58db4cbf4,40,0,0
1728263b93c7305bdb01cc9b8bd8abb6eb8fce95,39,0,0
ae17bba444d3d17a2c2620f0fa9ac3a951082b1a,39,0,0
029b187eb045cdfcd4492b85c3d74187ccf8e07f,39,0,0
1ef941312e42a365e3f0ce66c8973694e30595b2,42,0,0
b7ab291c33b500157e0ab8a2fd9901afa0f5b327,42,0,0
4e778f627f96c6b66e4bdeb598177e39dddb7d82,44,0,0
213bd38126c7fcbd8023a9474a556633683911c5,46,0,0
d017abd202e91e7d6029f75fb7e718b493de0568,49,0,0
cae6517edf6fae632ef9f70929e8717a7896f610,49,0,0
e29a5ee30a9dc31bcc6d41feb37be736e71973de,49,0,0
70760edd01a70a066eb99d3eb3e3a144539bd74b,49,0,0
98119a87b9d48dbe1851c68e0bde157eac6b3909,49,0,0
750905e885bc941a734b7d0c9d8234d4a3cf6388,50,0,0
11507a70ea2c3b256363ae97a35058412b76f740,52,0,0
785cf5ef47c2477bc67af3ce8492b12a890b2885,54,0,0
ef77fcde64813fe7fb1f86722d2a8710535a940f,55,0,0
a96f3563e7fdcf181c6d6a1d62f4ae364ea428e5,57,0,0
f900f95bacfb46a173414e5760129f36d4a9ef3d,59,0,0
aef312225ce2c177f6382e533ea7e8737085f001,60,0,0
b241ca6b3eafa8501c217f272f25e16560c598d2,60,0,0
6622ac10d846b940a4bfa5e0405d7e92ff8c6641,63,0,0
da64b99f78f5216f912ba64e204c103a6c8c04d2,64,0,0
0334509bb7641e71c7b463539c6e7232a50a6e18,66,0,1
8e83aab8ae06baf111575cc9701f5e0a9242735e,68,0,1
3e40f664f801f4954c91b46b4c2098ac8857149c,72,0,2
8663053ba239c6c9722e2fc9546e7c3a74ec2d83,74,0,3
00ccb104748e41b858ad912c812229061e2ddeea,80,0,3
1170eac1233a37bd7e165382001fc3ab67ff5008,82,0,6
8b174c625031fd529ac9c350db799d18a644f304,85,0,10
2f4281b0f1251d8161fb228a22bd54053275da91,93,0,15
23a09b8a7c2f991ffb085f1a7daf82bf5297c860,97,0,18
abf1af5a829c1f60753ad7c9c07ab6d2867fa820,129,0,19
b6333e30753dcf9b7883523708f76007d7704136,133,0,27
bfa24961e3aaeb89c3918e71df5b1f643ab22b23,133,0,30
225569e15f42fbb7ee35c2cefbef752b0008d47c,136,0,30
2b1381b020fe8b39dbbbffa3b3113367eee6c089,143,0,30
b986f7a8fb40ccee057877c5d5097e4fba9760db,117,0,32
6514f6591278afdb967798c8cebbfe2e662a8558,117,0,37
b05a70c06d42a0344d1204d90d3f94d63b7b27f9,124,0,50
8c99d12ed03d8b8b877762daba85f279c1439ddd,124,0,51
9655bbe985528d55c90fa17bfd2b15c30562c72b,124,0,51
0d94485b870a0fc1bad0e12ac9208d4df2ee35e4,124,0,51
226cdcf8538c9fe678ac5d4c4bf3389ecf1c31e7,124,0,51
486e9c728ebc4d984068190ae8ddf2d94ee1d8d8,124,0,51
4537e9c023c9a797d4a32662633203068997b5fc,124,0,51
66234d7532dacbf124fb9043b7f421d3a8f9cc02,124,0,51
2d8021b0764530a9e92240ae29c4b5f1d70d53dd,124,0,52
52c8e6290205e626099d1f0b35ea93cb63978481,127,0,54
3ac1798967bf8e91b1120a330fcb71ddab7cb0be,129,0,61
3550badc18843dbe4a7185974014b6b2db1dcd78,132,0,70
e3b06322f5f304f2133d5af49d95853141acace4,132,0,76
9a3dea94a0ad6dd2ac0ef90a32218d69f4797a13,137,0,76
0f3f57d5099a96cb71cb7a9f0430426b7ab9b4a5,137,0,76
