Commit,HWD,GS,ED,LDV,Total
f900f95bacfb46a173414e5760129f36d4a9ef3d,1,32,23,3,59
e1585da5a2525da7473c593a7b6a63e339f97034,0,7,0,1,8
8a7c4fb16f68c75922f14892ade56d3b2dc321e2,1,32,26,3,62
91ea808c61abf78397f118a90ffb2014927f726f,2,99,65,15,181
061d1383fd5ee87e26f06b27de83b80bb2431474,2,125,78,15,220
cae6517edf6fae632ef9f70929e8717a7896f610,0,28,18,3,49
49d3519df1c2229940682472014c9a5025723b99,0,22,8,2,32
7875d81c224a967de848a208f4fcc2de74defbec,2,93,53,15,163
c9a76864458e5b6083c78ba37dd53da1c35e4461,1,83,77,12,173
fbd9d7eb35ebf73526fcc2106a47feeb06a30694,2,90,91,12,195
1b55f97a74dcad50e71726c13e61a77c6784c3b5,2,93,53,15,163
96f2d5fd53de0b91101a95e6ea87f5767e43aa5a,0,0,0,0,0
e969c4fb0fc83280f8f2fc87d9905034553ed9e1,3,96,97,11,207
cf87e252409851a37787bc43653812b3fa595221,0,0,0,0,0
9cfab288f9f5c154479077eefe96d84ba1807df6,2,121,67,15,205
6920d3147fe865feacaee91265184108a69754de,1,85,86,12,184
b7a0fdd999b016be1c37ac11f160d5ab3302b912,0,1,0,0,1
b7ab291c33b500157e0ab8a2fd9901afa0f5b327,0,25,14,3,42
4537e9c023c9a797d4a32662633203068997b5fc,1,65,47,11,124
39d94e335e5c8b3d6b7ed776f6f52875c2bc367a,2,87,86,12,187
1fc1ada474dcdbfddda616656be818d851812a82,0,6,1,0,7
998ec14467405912ab6497b571ce9ccd26d0adf9,0,2,0,0,2
93e325edee0540f2a1923f27e88ccb30c8bc4156,0,11,3,2,16
48a7a4dd26055f2c6836412ed61cd5bc7d3bebc0,0,27,6,3,36
788c17d4b135709ac150e5799641c97c27d8637f,0,6,1,0,7
a228eb5603ddd8c4e215ec8be83ab85dddba6a69,0,8,1,1,10
f59d0826ce0ba2c668e89e71e60c9966f7249ecd,0,8,1,1,10
36149105dbd780b9357081fb1a5d64cadf5e6998,2,127,83,15,227
1da36ac5eea4c1d397ed74b976a801ec6ec40036,2,61,8,3,74
c166a40f219291ed7a1728cad53e170f09ef57a0,2,125,79,15,221
c8d4d4b10c8f08b5a7f3303154fb441871912de5,2,128,96,15,241
bfee46d8df56ddb4e379f895c73b61c313b38421,0,7,0,1,8
8fca66e6dad60a86ba21254936593b28e556b671,0,27,6,3,36
356778a79b235970e4426e62bf9b07b103624f9e,2,93,53,15,163
4671ca0192847ab533c5b6eb7b334b5507144428,0,23,13,3,39
4600dd8cb7f13308af644944babfc1a9aa7c5ced,0,11,5,2,18
17d67240ba8b982fbb6ca13ad17c1a18a1ca6b97,0,4,1,0,5
1b1f6047614dd16e6c515cee9675e26e486de91a,3,96,97,11,207
a650aba8ceec186c0917a015b9089aa707ccc032,0,4,1,0,5
3942303ce5be4b6ee58bc750db3949b4583aac2a,0,6,0,0,6
2a9da4f084b512b82524019b722e772809f25a03,0,5,1,0,6
be7106dbdf700aea80636e4e0e0bd0a6ac2578c5,2,128,87,15,232
11507a70ea2c3b256363ae97a35058412b76f740,0,29,20,3,52
71e9e4ffa958afd157ba34060af2f5476543c2a1,3,94,97,15,209
6441c0e861205c29802b06f1e9490d949132543c,4,141,98,21,264
1002948a4b8e0a5ee116c678bc7a2cd23a5d1de8,0,8,1,1,10
abf1af5a829c1f60753ad7c9c07ab6d2867fa820,1,77,40,11,129
2f4281b0f1251d8161fb228a22bd54053275da91,0,50,38,5,93
8e83aab8ae06baf111575cc9701f5e0a9242735e,0,36,29,3,68
c6d78dd53ad4be123b644551f12b7139c6e6c8be,0,8,2,2,12
d71e3989e8631c7ff9401d4d5600bb4d8c192b66,0,7,0,1,8
fac4c310f03165e355d1ee8235531f6cf1611804,0,2,0,0,2
40373f6f76425188534e6e349f15d9ebbedf868b,0,23,10,3,36
5027e5f19ae4ed2eeb327d50b050b465f4bab264,0,11,4,2,17
39a287ec7b3dbba92cfca2bf56b786505abeb4f0,0,8,1,1,10
cd2eb5ddb68843ebdc3e0077e0a2262bb8767c3a,0,37,34,3,74
aa467a95101f40a33c57cfd3295aad7fe913259f,0,8,1,1,10
ef875f3cf0ec9688c090f3dc9ff36e71e495aba0,0,0,0,0,0
37733f0100afb23843eaab01249bd9506ca6eb26,0,8,1,1,10
56c7cf8d8a0fcfa6a8b6af65065c6b38ab2f6e3a,0,12,5,2,19
62b2f92eee826b21f178cf32e247f8418784bc58,0,4,1,0,5
c10af590385c179815517ce40d0e8b235c90ff01,0,8,1,1,10
0dfb391a25a2b71caf324fd805cfa8ef9276caaa,0,6,1,0,7
d849bf406fe2a43ff2914b23bcc9f87f61cddd8d,3,91,90,14,198
a139092a3d30c6e557c8da9cc697f6cc21212e80,3,139,99,21,262
6622ac10d846b940a4bfa5e0405d7e92ff8c6641,0,35,25,3,63
6514f6591278afdb967798c8cebbfe2e662a8558,1,61,44,11,117
0ad8bdd40e4fa2d7dcc378942e20e47fe00b3316,0,7,0,1,8
d7a8569ff5c7a565c548a4e391f536817745560f,2,127,83,15,227
43c2314d254429af21866ff32a88d3fe7ae82d2a,1,32,23,3,59
9722fd74c43faebcd4d58e2336f29ebbbb492f40,0,4,1,0,5
7e95bae3346c4fd742f24cb65f2b27ed13503f1c,1,75,70,12,158
f9d516c0dd0314595b6d67c67393ed223143602a,0,11,4,2,17
d532ab03856a568807543ae332e9e186e41a0235,2,125,78,15,220
ae5702e1c565fb80d2692dc17689034fd42de43a,2,127,83,15,227
0a0a95365d7a21058d04bbf3f13d5dc6ab1191c3,0,7,1,1,9
3ac1798967bf8e91b1120a330fcb71ddab7cb0be,1,68,49,11,129
b6dbc9b825313fbacdef4dd7269e4e2ce78879a8,1,75,73,12,161
6b38437eb2df3a0027a6d4c85055dc3aea4eb61a,3,139,99,21,262
0334509bb7641e71c7b463539c6e7232a50a6e18,0,36,27,3,66
838b46c6705a950460579b113d5d4a8056dbcd90,0,23,8,2,33
ea48635296d981601e49a36adb005f1c04e35aed,0,4,1,0,5
ab62776f6d51e7df29d13f39263346877312b9dc,2,127,86,15,230
98119a87b9d48dbe1851c68e0bde157eac6b3909,0,28,18,3,49
9ca23dc8b16da96343af5828018d69e8d8940e88,1,69,58,12,140
4af1afe80bc61d6f895991b5b4c350fe2f34b264,0,8,1,2,11
484314614387fc53cbc6491e35a5b3ce9ff1b5b7,2,100,59,14,175
6f8f6abe96a48d0db58f933c481a4a8a07048269,3,140,98,15,256
a196cb1c1cb6a6e8d5b6a4b2d5948912a1eb0dc5,3,120,94,16,233
e5de3346d22792c48cd2dc16c773258fa816add1,2,128,94,15,239
dc7c3d4e813c872cf893472b103c3efed846a689,0,0,0,0,0
9c81899f5554731b4b1d6086e12ae63321880fa1,0,6,1,0,7
5f6f891669ef5c4d8540bac277f6d07add4abade,2,95,55,14,166
22d3a24266130666296319682f96d0e3417c8856,2,125,79,15,221
25581bc4d034c8d9eced8a52a18aed36d9cac462,0,8,1,1,10
5aa27fc447a60145992f73e0e0cb71e13f30858c,3,94,93,14,204
cffcebac902f877e3e895dabd7fb3ca6fef68187,0,7,0,1,8
a640edce66bcc4dfe67a3823b6cdbd131609ef0b,2,128,90,15,235
a6aa5c77d8d6f89395f0932c4b5f66c9a72c2c50,2,64,9,3,78
67cc87af1d534ae0acae915a6c28c34c51d0c25d,0,2,0,0,2
83629c75b8bc2e1d6e421c3b18ea96873ce69502,2,104,65,15,186
b4681b94ef11d7524d34c0e5c12f09beeb4312b6,0,1,0,0,1
9615270dbb215a22bcbbc6c825f0125b73d8c1ea,2,128,96,15,241
2c4a4eed5c75a9b55e08475d54afdb3eb5b4ac2a,0,4,1,0,5
ef77fcde64813fe7fb1f86722d2a8710535a940f,0,31,21,3,55
1fd7c93f71addbbbc744a0096d88b2ffeb9eaf8a,0,4,1,0,5
2af3abf725c7bd5f9f98fd74c0090e932481409b,0,23,8,3,34
3489413f9cd70fdc69d17d7273ea8b79bed46371,0,28,18,3,49
5ab19a77ebb438a9260b2fc0305cbaa844eb5558,0,21,8,2,31
4b60fe39751286d7a38f4175dc3d92df45d9539d,0,12,6,2,20
e357a73b66df7a7c298290192fcb32f64bd506b8,4,144,100,15,263
b8dee28408430aed12dfee3867534113fdd46333,0,3,1,0,4
3e40f664f801f4954c91b46b4c2098ac8857149c,0,36,33,3,72
bb07f40d12f54fbdf9fb0cd645ea7d3800bb5d4a,0,22,8,2,32
1ef941312e42a365e3f0ce66c8973694e30595b2,0,25,14,3,42
3b55d9f0ab1415605bc5956bc133bb2aae6ad6a5,0,0,0,0,0
95ab5cc7becf2d7dcaa4e479b7c2a83dd891a5c3,0,0,0,0,0
a96f3563e7fdcf181c6d6a1d62f4ae364ea428e5,0,32,22,3,57
8663053ba239c6c9722e2fc9546e7c3a74ec2d83,0,37,34,3,74
b6333e30753dcf9b7883523708f76007d7704136,1,80,41,11,133
3997e6575fbaa3e140ff13e1527d74c54e558990,2,64,9,3,78
226cdcf8538c9fe678ac5d4c4bf3389ecf1c31e7,1,64,48,11,124
7a55b2420c7c9a70afdc7092d0d420851cd17855,3,141,99,21,264
240df87b275e18b3d3afb38d7b6ef967b9063127,3,100,99,15,217
4ec5b58fda1f85370b12a8a8525c857dab0da55c,0,7,1,1,9
e63174f65e9757994add1cd8c6c0ab3cc45d3acc,0,12,6,2,20
ee1c39b21d369033e1a765bc590ecf2d5245828c,0,2,0,0,2
08200932b9cc506a56363ca4b4b5cc77ebf1e92d,0,0,0,0,0
0abd5f50eb7c687ba5c13b598702262882637805,0,7,0,1,8
b02c015e5dc6e33b7acf44aa5ad2597ff5476188,0,6,1,0,7
0c00531de91d02db17ad9d3c4a176d59c6b4c03a,0,27,6,2,35
b27efb2ae8f41ba9aff999f71f51db9d2f86c56c,2,105,65,15,187
4e778f627f96c6b66e4bdeb598177e39dddb7d82,0,27,14,3,44
5fdb0a0c53c619f459857320bf247e4bc162cab5,0,0,0,0,0
68a21d3c7f041c79d9c58a0ea2d3a8a23d95e475,2,93,53,15,163
cab4ae3bbb2c38f0be61b27eb85808f005687cd4,0,7,1,1,9
64e45fdfb3da293c7a320dd2f3a6818aea225058,0,8,2,2,12
87c2f6a56c69290cd430b9d25f9cf4da5c7e473f,1,68,55,12,136
deadc16052fe30e2ab6e5b7e5ab8d4a58db4cbf4,0,23,14,3,40
cc55e72f0ea21136a05082c2d76409d927557d89,0,2,1,0,3
165cd05edb1bc1f33fc73c1c59c0b72dd27e8dc5,0,7,0,1,8
733f080c47af93fedceb6fba032cc59c6db0cb0f,2,98,56,14,170
0d94485b870a0fc1bad0e12ac9208d4df2ee35e4,1,64,48,11,124
213bd38126c7fcbd8023a9474a556633683911c5,0,27,16,3,46
e8cd63c6376013cec140417b65ea2aa3f23c8147,0,8,2,2,12
e5f15f482c8aafd5a71cf641c16223ae913b9886,2,93,53,15,163
67d0f5408d27034d50bb0ce7ae457edb94cd935b,4,149,101,21,275
baa899ce65a72a68b8dd5486a559dc6f4a7012f7,0,23,13,3,39
3902bf058586fcbf56fbd8b150e2523f175b1164,0,7,0,1,8
90a51ed4e8e69910263d0c37d9d5b90e83a74ede,0,0,0,0,0
9668b3556048bb2dd6221238a72cb56293d0099b,0,22,8,2,32
cd427f45d132c94b6b9dce5e06b529ebd6ba2382,2,125,79,15,221
f7f968a833177cff2d541c41629b92a79dfd6c01,2,103,65,15,185
4345080b0bfc9a63f134d96f535717c6c851a23a,0,7,0,1,8
585bcf2c7813cfe98b9a62b3fcc6b704c17ab6b6,1,68,56,12,137
fc22da305b2d2f6d162be58493f78623ac04608d,0,7,0,1,8
80acea942ee4f0cf6b4356c8ab68a82ab69db01d,0,0,0,0,0
e5fa2e1936d739bf2bdab76bdd1fd4f1d4af67b5,0,4,1,0,5
0328b31f234450142d5a180dd0e11f996c726ac0,0,23,13,3,39
f290c0f3f40ae984ae6bf90c9883fda9c7d771ba,0,2,1,0,3
ee75958e148df4e3b7cb85d5271d9fc2c36c13da,0,0,0,0,0
e955adc639d6bc48ba22c81847f0b3eb9e18f89d,0,4,1,0,5
ce33c1fa90b9da993a762fe99cc4d52a462e68ad,2,125,79,15,221
156443722398179ea86ae2f86c8ac70dd125ec45,2,100,65,15,182
ad32958b37e09a953fc53be995e6bd0d3b92c9fd,2,94,55,15,166
fef2762a1d068fb1fd043444be4ffcddf2688bbb,2,95,56,14,167
e0a2cf898f79e4705107db710623521f66c11940,0,33,24,3,60
e29463f28cdf709f08e159e1550ebb7f5a76880b,2,127,86,15,230
d03d09142c26bda0ab054eb4996a383fef96fa9a,0,8,2,2,12
1a5b963a1dad1637d2110e3ae874f0a8eabdccc0,2,127,83,15,227
4c6980357e152abf796cf8d51c9f7a7f7db9c256,0,8,1,1,10
750905e885bc941a734b7d0c9d8234d4a3cf6388,0,28,19,3,50
d97df661265185da61f736ac2ed4cb59a55b3191,0,0,0,0,0
18f3ddecaa195d9b6e0cf82a8b5bec28d7e1efab,0,23,12,3,38
70760edd01a70a066eb99d3eb3e3a144539bd74b,0,28,18,3,49
00b162ffc680a7c765c8f801c720732f217bbb01,0,0,0,0,0
3550badc18843dbe4a7185974014b6b2db1dcd78,1,68,52,11,132
e17b962d859cc7b01508582686b5294dd9dd56f2,4,143,101,21,269
1170eac1233a37bd7e165382001fc3ab67ff5008,0,40,37,5,82
351b089eba3489b300d9d715007666bf089014bf,0,22,8,2,32
f0b1ef99eff084a88d4e7ba8c44da7ebe56520eb,0,8,1,1,10
8b174c625031fd529ac9c350db799d18a644f304,0,42,38,5,85
f12b464bf438cb74e680b345a44059d65f18b0e5,0,12,6,2,20
3bafb0633584b1958410071be2822c380b76e22d,2,93,53,15,163
8c1a9b23ba179eb079a30c686ce8f7fc6eb68ff6,0,2,0,0,2
3e69cc8ebbfeca2412b6b7c05fa9e30ecd70f0d4,0,6,1,0,7
d96fa1b988c0d7f666292acda43eda09e1501ac7,0,8,2,2,12
db72e84b72db212b195be023b277e9f4073809bb,0,7,0,1,8
27c33519356126f17f3d5b8c362d213ff892627b,0,23,12,3,38
979d8279819eb0bb958d894e6bec3a7b35effa5e,2,101,65,15,183
e30e7432487b1f460721c9d84a1a5cbe3666db4c,2,105,65,15,187
208b1e26b59b8ab888d7cbd8a50b76703b1831df,0,6,0,1,7
52c8e6290205e626099d1f0b35ea93cb63978481,1,67,48,11,127
e0671d26388b95c9f1ba2ad966d07ad429319036,0,12,4,2,18
029b187eb045cdfcd4492b85c3d74187ccf8e07f,0,23,13,3,39
05dcab733e1aa304a51317399aacfeff61ff2ca1,1,75,69,12,157
6b0b7f93d558e6b210f087efdb961f52b4cebaae,2,90,90,12,194
90c73b968913c3e76d4b849b4e89e0c49ae85c0a,0,7,0,1,8
77419dd5c222cf3696e239b1aa33ce13f74d52e9,0,7,0,1,8
f2e5717298274f1897ced1621b691aff9e6d6293,0,7,0,1,8
b05a70c06d42a0344d1204d90d3f94d63b7b27f9,1,64,48,11,124
f296a15c8d5c5c2089d3439a34daef9d84d7b4b5,0,3,1,0,4
9a3dea94a0ad6dd2ac0ef90a32218d69f4797a13,1,69,55,12,137
2738451e6a1341779d9b944f019250793e44115c,1,73,68,12,154
ac9d4be6f2db3ff18aaed0e4833d2109946d035d,2,95,55,14,166
63ccecba24db96ede10ab98386a445be06a57bdb,2,99,65,15,181
3fa0ef774df105af69c49b37763e9ed9026f1c5e,0,0,0,0,0
d017abd202e91e7d6029f75fb7e718b493de0568,0,28,18,3,49
33fdd23a39e301daad285575b77e2c6a8b54d8e7,0,21,7,2,30
3ff2ce188000fc58de851a1a336c6d6bb8c69fd1,0,5,1,0,6
fa24e88e7126aa3000aa241978d05e46be2ffaba,0,4,1,0,5
5039f83a46498b1bbad2cc1418a7cd56a5478f8d,0,6,0,1,7
8fd26f67ee5bc86dcb81638197bd794716ce3647,1,68,51,11,131
37be2ad96b8e00023d4a1c3d25a0c336fbfd1ab5,0,12,5,2,19
bf7a32d531c608f235c4e0d5e87cfec4f4e9beb4,2,105,65,15,187
66234d7532dacbf124fb9043b7f421d3a8f9cc02,1,65,47,11,124
a9e398693da27752b7139fe279252ef5bb61b653,0,27,6,3,36
c701598d0b512060a6d03f8e1350982d9ca42c51,0,7,0,1,8
b986f7a8fb40ccee057877c5d5097e4fba9760db,1,61,44,11,117
486e9c728ebc4d984068190ae8ddf2d94ee1d8d8,1,65,47,11,124
1abdfc95ba7d29ee6cdc9a5c08f3f55103d5e361,0,2,0,0,2
c667f26c189f4d89bb774d48f9a0126b4b712bca,0,7,0,1,8
225569e15f42fbb7ee35c2cefbef752b0008d47c,1,81,43,11,136
c57c84edc445efb217c4df4401e2f0210d2901a5,4,143,100,21,268
7da28f4d6a6131f19b30d8f513efadc7be0996a8,0,21,8,2,31
8c99d12ed03d8b8b877762daba85f279c1439ddd,1,64,48,11,124
d49373c2588a07b2005db7a168fddb29d4c0b88b,3,96,97,11,207
ce32b3b26dcc978bc219a3cf01351c902155a16f,0,0,0,0,0
4ef68012bbc893e52fc62bdf564a673038d14830,0,7,0,1,8
a67cde397e4429b05100bb55ceeade3104bd3384,0,8,1,1,10
bacb7b3b18c0cc3ee8e2a85e7364e27becac430b,0,7,0,1,8
1577d41ec4f11556cbb49b179df48ebe0b274b2e,0,29,21,3,53
465288aef581f7c6f97c1ad5af0ded75629f98f1,0,0,0,0,0
eba22b45df2714dd04449603419c9d761a05535a,0,7,0,1,8
ae26c0ac23ee7d0449dc554615200d1f47ac1681,0,23,6,2,31
b823dfb558f131333cf876dc011200e672347e49,0,40,36,5,81
3a943684965b095b1e9b557dee6302b05a5d550e,1,72,61,12,146
0fa68a0f74153c45ad895269836861f3f1215612,2,95,56,14,167
452bc30423fe8e7e135deb73ebfb36ec969f84e9,2,64,9,3,78
703a315cc8daedca52ae25224ee6cd3cb97a718e,0,2,0,0,2
165c191995f6f7c62aec76da9535bb30869d4f9d,1,80,41,11,133
ee20ed37b98b7b77ab0305fa68498f5dac9c0eef,0,20,6,2,28
a47722fab40c9c10e47c387684612c36e4a76ea7,0,23,7,3,33
b2c19024811f9f3b416c528fd02062ff0755722c,0,36,28,3,67
6e5900f5530072b1b3bb0ed0857f95d534ece6da,2,99,65,15,181
2b1381b020fe8b39dbbbffa3b3113367eee6c089,1,85,46,11,143
2f7d3a678902396cc9efd93086f0952ac1b65326,0,23,6,2,31
2ff678f57e612c8e6edf4d715ed7a04c7d012943,0,0,0,0,0
843b3e07ff27aa80669f681134fca19d80b684f6,2,128,96,15,241
dfc61402128963ce96ed14606d6a36a8c990f514,1,78,77,12,168
ff089902d4cc3a015883c2976b7bfead37b148a7,0,21,8,2,31
d394a9ee4268ec90ecc1c88653aa66334aad6add,2,93,53,15,163
6627b5305f2ba894456f163be5bd70dd6ba8b484,0,6,1,0,7
ee5e7f0ddbd9cf2c3cab0daec4e3b9d855ee894b,0,11,4,2,17
8783dce04edbb94e4626f15de062c2aef0899308,0,27,6,2,35
24ee621748aa4f72aac5b5cf247510efdb751dff,0,0,0,0,0
85df723230f568d626bd28960ce097ae00dc1aa9,0,7,0,1,8
af4b503d37f3bc4a9242aa13ac1f3f504d70f4e3,0,7,0,1,8
65ecc6c389e24cc26b9578bbc073b8a2579261e7,0,12,6,2,20
e29a5ee30a9dc31bcc6d41feb37be736e71973de,0,28,18,3,49
6e72fd0b1f658e5af52d01c6c1bcc03a9b912317,0,13,7,2,22
b241ca6b3eafa8501c217f272f25e16560c598d2,1,32,24,3,60
095c45eae7d5c5e9ee92a1b5f75329d83644a42b,0,21,6,2,29
33b53819b7b9aa32d970ac8d243a83a18483f50f,2,127,83,15,227
e1bfb30d2b77589595e2ce892966a90aa779bbea,0,7,0,1,8
aef312225ce2c177f6382e533ea7e8737085f001,1,32,24,3,60
011582703e2015b12370b55da56ee2dda5d6f175,0,5,1,0,6
252158e532eec69b2b88f2d3d5a5a1e586672bce,0,2,0,0,2
043027011611c2227ec44ea4d1b62f39765189c8,0,11,3,2,16
7e23e64647be3ec8738cd9e5dd6c25ccf56e7e00,0,22,9,2,33
613ee5eb3d5800740efa44f8881d48d0922f5157,0,35,25,3,63
d9b37d6bc45ca7bce3a3d5252b6ce3f9d46df417,0,7,0,1,8
af934fbccd50d167d40218115fdfff7984cf67c2,0,22,8,2,32
bee2f9f3d6e4e3fd6e9ceff37a577c99dcc555b9,0,4,1,0,5
aa6d88ac81555bc222379aadacb099bd7192557c,0,1,0,0,1
9655bbe985528d55c90fa17bfd2b15c30562c72b,1,64,48,11,124
2d9190f726b53ed112df4b0154c45ff97e8ab70d,2,98,56,14,170
9042daf7dd408b3f31a21510c1c299268041e994,0,21,8,2,31
61666a743a3637565c6652ba45d9f7a529ad8a46,0,7,0,1,8
77914778880fd0e138f7968a34e32f791d072e5c,0,7,0,1,8
00555f89f10804bd6b8dfaebd313d2caebb48241,0,8,1,1,10
ed692e8e99f2b4fd57f2ebf68b9dc1d413804e68,0,36,25,3,64
087713fe31f27873fa2e97a0d64fcbb4db6a5d42,0,4,1,0,5
e3b06322f5f304f2133d5af49d95853141acace4,1,68,52,11,132
fce98a604be56389d54e421968805ef62ebc8c05,1,73,69,12,155
64f4659de5a8ff507d34d150467aaca3539bc140,2,99,65,15,181
da64b99f78f5216f912ba64e204c103a6c8c04d2,0,36,25,3,64
04508bea73bfac81de75a4d4ec460b29b981483d,2,98,56,14,170
843162904a97f93f2e7f2bc9c68611244386b5eb,0,8,2,2,12
557637feaa41008aaa10538b422ac36f6bdafdb9,0,6,0,0,6
bac371a6f220214e777352c7e5037ee4b2537e92,2,93,88,12,195
5c96107fe7b8407d905304eabc1a0a4c33a8a822,0,7,0,1,8
254ab1a4713b3da9ddf6dbb7f2d22a2530a842e9,0,11,4,2,17
00ccb104748e41b858ad912c812229061e2ddeea,0,40,35,5,80
7591e76c392e8a09162ddcf056e68216b90c3d92,0,4,1,0,5
02b878f8d4468d9db59aaf7d8c62bd3b4db37e63,0,32,22,3,57
bfa24961e3aaeb89c3918e71df5b1f643ab22b23,1,80,41,11,133
43cfbb9517b546c390886008ee8e0bf03a401c5b,3,96,94,15,208
7d68ca55d030bfea771aeea5fd42005a662e341a,0,23,13,3,39
d0dc6b110519f583216d65b107dd8acbc4e0b35e,0,23,6,2,31
23a09b8a7c2f991ffb085f1a7daf82bf5297c860,0,50,39,8,97
0f3f57d5099a96cb71cb7a9f0430426b7ab9b4a5,1,68,56,12,137
