Commit,LOC,TotalTestabilitySmells,TySmellDensity,OpenIssues,ClosedIssues,TotalIssues
89535fc2e3b72fbc7776c879a99b8ea0f34d8a21,54775,707,12.907348242811501,0,1,1
81a740d0ff31e8be0cc9ce8f5fa1b277b5ec3e1d,56233,714,12.697170700478367,0,9,9
2c1902d8884ecaad8b757134216e853ad123740a,54789,708,12.922301921918633,0,9,9
d021c62b000f9ffa8e73e2099d52ed0ed0a98bbb,56233,714,12.697170700478367,0,9,9
eafb958978c99430a604a8a18b128ba7a56badb0,56950,719,12.625109745390693,0,9,9
28bc556e2a159ebe88be0bb99af49a990fe26e5f,56900,718,12.618629173989456,0,9,9
545a1fa59c7f1f867e77b35f3b73d57fd870770d,56941,718,12.60954321139425,0,9,9
65e23116c3e00c2b93c475f03a0534d586d11d7e,56941,718,12.60954321139425,0,9,9
c0020e27a7de6375e43d97cc246640f982e430b9,57388,726,12.650728375270091,0,9,9
6a93c5414ae65f0048b54c3bce70c6ccda3a2294,55608,707,12.71399798590131,0,9,9
b467ae473494f06def37483f81837598ca4836c0,55166,723,13.105898560707683,0,9,9
5db5d8d24db58633992ce610f51a7a4b77cdddc3,56964,733,12.86777613931606,0,9,9
21da8a89fe6e69b8c30eac7c3c977005240cab6c,56964,733,12.86777613931606,0,9,9
c244f340b94a30ae9fa92587f0415510e0c5baeb,56964,733,12.86777613931606,0,9,9
a0d29c92f9d59c9361ad0f51ef4d526b13b32008,57396,742,12.927730155411528,0,9,9
a4dd3076082e071f524e33f6eca47f520332f1ab,57403,745,12.978415762242392,0,9,9
b39071bf65f8e1d42182bccf82d7754927e6d850,57477,745,12.961706421699114,0,9,9
79ce9018b77a52c12c66f49eff42ed892b76dd12,57493,745,12.958099246864835,0,9,9
ed3578f0d96430b4f83f5a13754a753a32abce8b,57493,745,12.958099246864835,0,9,9
04ae6d599f99fe925d271974c57bc23d89ad5d66,57493,745,12.958099246864835,0,9,9
b7140c5427326391cf27b651754b509f8a6860a1,54789,708,12.922301921918633,0,9,9
78f17ee50b2f124003e5804fc9326ab2081c20b6,54789,708,12.922301921918633,0,9,9
c71b125c3a846655a5c675c7c34b913508e3a779,54789,708,12.922301921918633,0,9,9
8eaae4394f9f26cc7ceb0bad1f4ab7d88db1b9ff,57493,745,12.958099246864835,0,9,9
0bbbc4652ad17206a8ccd7fb6254a4a4ede67342,57493,745,12.958099246864835,0,9,9
8d59fc4dc56d3037a51be2e191a3cdce3dd082c4,57493,745,12.958099246864835,0,9,9
ad808cb4e452b1d8fe7fc8ee29ab8ef7ab9c7d25,57493,745,12.958099246864835,0,9,9
0dd19b9607d98d4d34ef45ccf54233f267d88b23,57493,745,12.958099246864835,0,9,9
6cdb7b32af60084de5f8a2b2083a6a98a1709d9e,57493,745,12.958099246864835,0,13,13
99ecd65a7818105fc2c2c30a0d5574127084f066,57810,748,12.938937900017297,0,33,33
25d8355173c49eb396302c8b429bf5468181b794,58360,754,12.919808087731322,0,52,52
64d408aa12a06a8b19c94ab99387f11dc1551f2c,59298,766,12.917804984991061,0,60,60
34346cd0bf9ec7e4a4e10395f18ea8d72410afdc,60079,779,12.966261089565405,0,70,70
3330ac02e2fbfa5568861bceec5a7024ce0b08c7,60674,781,12.872070409071432,0,97,97
b50e58e39c976d998dfb90b26ac10ae9dd8ec301,61010,783,12.833961645631863,0,105,105
40b60ef1693a1d4e710f84afa427896d157bbe54,60972,781,12.809158302171488,0,106,106
5068ecc4e8a8f8033214f8667a321870bd9dbe42,60987,782,12.822404774788069,0,106,106
9231e297500ff1d9e408ceab4ec23181c194567c,61566,788,12.799272325634279,0,106,106
b643b19ce55fec0d5c0f86b6ac24bdfe00368ab1,62025,790,12.736799677549374,0,106,106
b318a318942e320d00fbf8b44241dfa958a13bac,62025,1331,21.459089076985087,0,106,106
4f292e05530f421e56e0c96377624669ccbbd5f4,62025,1331,21.459089076985087,0,106,106
d2df0dc1798bc36d4338f702870cf937660aa98c,62117,1332,21.44340518698585,0,106,106
61d211f476f08b74775fa1df18dd4f8c79195def,62772,1335,21.267444083349265,0,107,107
365eeabd5bed964fb48948be8955175559b332b8,62785,1335,21.26304053515967,0,107,107
e2d8dcc2f5c2ea6703ae770fa52e8e18eb4921b5,62820,1335,21.25119388729704,0,107,107
2ba67d8d303f5a052bbf9634b59541c8411dc778,62845,1336,21.258652239637204,0,107,107
98f5536f2715edb45d87468f8a8f2f045783be73,62844,1336,21.258990516198843,0,107,107
221730922fc6e668b8a88d1bd10f5f6d31d648eb,62844,1336,21.258990516198843,0,107,107
4289335067936859ca205930b7da8d609a3bbf85,61353,792,12.908904210063078,0,107,107
45188d90d7e8e342733979b483bc8a1e4053b99d,61353,792,12.908904210063078,0,107,107
960f0b0e4bbf9ff2a711c87fd0c2c7e8e72cf913,61353,792,12.908904210063078,0,107,107
96a00c4cd805c052eadbce1674052cfde9581675,62844,1336,21.258990516198843,0,107,107
f5d99d67d94702eba4ca4ba01ae128cb6e7a2129,62844,1336,21.258990516198843,0,107,107
b65e6e46359e7257761b927d8819edefa57c4f99,62873,1336,21.249184864727308,0,107,107
58749247ec01d436796293c52638e024c435c776,62873,1336,21.249184864727308,0,107,107
d7788907ba20296e5f831cbdb0fd3a12df6118bc,63345,1341,21.169784513379113,0,107,107
8d25d4660c9f7e67d438239c8d1881cbae49d7cb,61970,1284,20.71970308213652,0,107,107
6a8e90d9cd6a39f77c706f58e6019bfe93bb0a90,62716,1303,20.776197461572803,0,120,120
f8f9f5805be168da7de3d03fd8cddf8117184e80,60622,1279,21.09795123882419,0,144,144
23a2f72349a2dbada8159a05d15014d6ad313c77,60548,1276,21.07418907313206,0,144,144
a4389b929fe4deb22b1eeb3ca08ead87a5811456,60622,1279,21.09795123882419,0,144,144
47f9445b4398d27df6084b0c6c842b2eb6f5b01f,63498,832,13.102774890547733,0,144,144
f8110245165762cf8dc252c9686a9ac5e8a12b07,63408,828,13.058289174867525,0,144,144
0379763898aacc69a96d803d0b4956819578ad10,63498,832,13.102774890547733,0,145,145
ca114ae0499a160f4b54d66d55b54dff37de00f2,63498,1335,21.02428422942455,0,145,145
039c95aeb2500964e12415d4d106629b7457f52f,63498,1335,21.02428422942455,0,145,145
6c86a069107ae15b9601275193538d92bdcbafb7,63520,1335,21.017002518891687,0,145,145
94b83c574482c1b97eea4fe378f68d39aa7df9d9,63523,1335,21.016009949152277,0,145,145
