Commit,LOC,TotalTestabilitySmells,TySmellDensity,OpenIssues,ClosedIssues,TotalIssues
9afaa31a54d5bb4ae01a441abdf880d792246710,64021,1348,21.055591134159105,0,145,145
fa789784a09c5fb0de43f2fec8df7e16391ef96f,65252,1373,21.04150064365843,0,146,146
968c2d7e195479f42c0692564b9e75637272fb84,65612,1381,21.047979028226543,0,147,147
33ba1ba2c1be96e68cb66b92b9d7ee6962502b40,65643,1357,20.672425087214172,0,158,158
508b6e5158ef5a9702fe1c440f1557f09d79c012,65665,1359,20.695956750171323,0,162,162
8d13192acfe4a316fd6b8b7c28c3d1244844f0e3,65665,1359,20.695956750171323,0,163,163
6445e299b319a964c3def5361283eb50802b38ef,65665,1359,20.695956750171323,0,163,163
d86c745caeec4f67752b4f877f8b093262a6c4f1,65665,1359,20.695956750171323,0,167,167
52150d15cee20d1c632582334e1bf8a8f76bc331,65665,1359,20.695956750171323,0,167,167
ec57a9e5d18403753bc25df793db814ca282be58,65665,1359,20.695956750171323,0,167,167
9e4d724fdb6331e1c6b8125faf84778f5ebeaa60,65681,852,12.971787883862913,0,167,167
69fdd9647e15f4b77b261c0a39872cc868f6842a,65681,1359,20.690915180950352,0,167,167
1ecc4bc52f430b9a6bdb2c65dddea4b0750ae3fd,65681,1359,20.690915180950352,0,167,167
9f3dede8851c9b25b36ddcc4fdd4f90017f97ff7,65681,1359,20.690915180950352,0,167,167
ff3c045b18a45816a73b6adc6e8f0afe7d6f0eb0,65681,1359,20.690915180950352,0,168,168
f6f3509429d0d2621f01f8c8b321c07baef122d5,65681,1359,20.690915180950352,0,175,175
ac3a2a134be35d37c4378472dc1fcf027bdb1873,65682,1360,20.705825035778446,0,177,177
7d4666e3cc198650fc378ea3f8f1a2f2f6a68e34,65682,1360,20.705825035778446,0,183,183
d089ab02c8ee82f92ad36b618d7f5eb7b9e48806,66170,1365,20.6286836935167,0,196,196
7f0bd4458f3c9d62e5e73d21987fe7e7f35b4ace,66746,1376,20.615467593563658,0,216,216
94f5cc3e6e06b61781484bc2f1007675eedddb9f,69144,1432,20.710401480967256,0,268,268
dd5ca1671b7b4723a2ef60b71d30eb579c32e884,69822,1462,20.938959067342672,0,274,274
f0bcf261abb4e79020a81f880bbfca15dcc6ac4b,69661,1459,20.94428733437648,0,275,275
995af374f20e0e63b4f8e4db97b1143fed6c86cb,69775,1406,20.150483697599427,0,275,275
6f036b9b0d832a54a41886938ef6642eee79ab9d,70372,1416,20.12163928835332,0,275,275
4e77c1bbfb36fb6b110b9d04f710db0b2206c3de,70600,1416,20.056657223796034,0,275,275
d4863e7fe5ced186442b48fb709048af9be7f0de,70899,1416,19.97207294884272,0,276,276
a14b103e72a576e8867d579f6cfa2284b8d03c8c,71424,1512,21.169354838709676,0,278,278
7134e43c88fb99efaf965562c42e574bc2cbe4e4,71614,1521,21.238863909291478,0,278,278
70eb5a9ebe7806e4b5bd73404203b56daec6bfdf,72447,1545,21.325934821317652,0,293,293
475f3a3e3302173460c86cac0d3216c261f4d83c,74734,1583,21.181791420237108,0,334,334
42e0dfa911c53a46941bf94be50731ae793e4432,76631,1614,21.061972308856728,0,347,347
ff071f3870dfaa524661e95a6306b3c8e4f982d6,79504,1673,21.042966391628095,0,473,473
1cc17774bff80a904bd50bf58b311f8d66d8cb88,79544,1673,21.0323845921754,0,478,478
528e91d33baf7b4641c48b02472a13578a04dda3,79545,1674,21.04469168395248,0,486,486
9b4e55988ef0a6a28593f8d56b9fb7f8a90a9ed4,79545,1674,21.04469168395248,0,489,489
e31541ff371f72c9c60fc823dd50755fe9dcb167,79545,1674,21.04469168395248,0,491,491
ebf8e7b6872f8a2fb82ff82b6b181317103146a1,81377,1722,21.160770242206027,0,491,491
503258717423b9508569dda50bc08376fe914003,81377,1722,21.160770242206027,0,493,493
8250b151082d1ce8a99191241893a2c5f8d5b6aa,81377,1722,21.160770242206027,0,493,493
07b9a6fc3501a8f428589a5c3de9f14a313e455d,71625,1426,19.909249563699827,0,494,494
d211e669ea962a3ad3f7e6f052ec0e9b412a8057,71625,1426,19.909249563699827,0,494,494
9160f3f6526e6a2cf727ba2bae186ef1338b2a96,71669,1431,19.966791778872317,0,520,520
b427415b1833daee5443bef98858081b94726888,71724,1431,19.951480675924376,0,520,520
574059e6ba2dd34e3284b835133e3d93cbece0ee,71657,1434,20.012001618823003,0,521,521
759c94c9f9f1541df81b4c67dd13bca41787d546,71664,1440,20.093770931011388,0,528,528
a728ece1ea93a70e4990fcc9ab09e2dce42564c7,70950,1408,19.844961240310077,0,531,531
ee91e4a537321ed7f620328c97f0f3bd4ff1cd0c,72168,1331,18.443077264161403,0,536,536
9e24b0e83b859ce69e5cd544b14edd3a06827fa7,72434,1333,18.402959935941684,0,537,537
6b9f32e5aac37bd985f09a65ab573a4145db2973,72478,1334,18.4055851430779,0,537,537
158fb6b6b1179c59726e376663da7023241b17d3,72513,1334,18.396701281149586,0,537,537
8096790e96779e255fe82cb155dabeda96e46eec,72513,1334,18.396701281149586,0,537,537
751951d176ea95b5a99f4c10fd7bac8e6a01e74a,72527,1334,18.393150137190286,0,537,537
3bbd8ab5ac9eb2d06d3c0229df68f536a96ee403,72527,1334,18.393150137190286,0,537,537
d3492d386acff260c416102199abc44130164cf0,72561,1336,18.412094651396757,0,537,537
197033ef81f5df0e48753c613ff5113cefaf12c2,72567,1028,14.166218804690837,0,537,537
051c7c2af6e8b09c2b7ebef98b0feba9228fe985,72561,1336,18.412094651396757,0,537,537
b13740c61ee28d0ca251199d3f61dac02d641bed,72567,1336,18.41057229870327,0,537,537
ebe09c98891771124f7bf021e63c031be7bc9064,71664,1440,20.093770931011388,0,537,537
7ceb1d2e61968de697c3ebb974041d49c6ee8045,71664,1440,20.093770931011388,0,537,537
143cb6382fd625f3ad1fed90a55ab6b3636a855a,72567,1336,18.41057229870327,0,537,537
eb034e1d4abd1d9a3b7fae16ffad808ef1a97554,72567,1336,18.41057229870327,0,538,538
ad851922dae0a362c32096abc4c759f429fad354,72561,1336,18.412094651396757,0,538,538
172f3e755aa0498954426c256b68b82b8397b7a5,72567,1336,18.41057229870327,0,538,538
bc3f02ca996dca25d54b69375031cf87d1182f87,72567,1336,18.41057229870327,0,538,538
543222e1188ccc453bd5f95f5ba3c954aaaf74c9,72567,1336,18.41057229870327,0,538,538
7aef156b4a60030ce90e273c1c9f8c4c0be70d9a,72567,1336,18.41057229870327,0,538,538
b1286deb77b391e909d539f739c35369ad4955c0,72567,1336,18.41057229870327,0,538,538
0589631d6d739fe52c0921c377913c62a056355b,71664,1440,20.093770931011388,0,538,538
d748fb9e925d3ac6d01e38a122e8b52cd86c65f6,72567,1336,18.41057229870327,0,538,538
f4068e45f9e3bf6c4fdb9111445b33727e96bdca,72569,1336,18.41006490374678,0,539,539
9f5ad79a3e8c7e0c4c86494af855cfbe634f6a51,72900,1336,18.32647462277092,0,539,539
f09e8a6167857a1e2019877796ec782f8e93fcca,72918,1336,18.321950684330343,0,539,539
3ac443fd3291483ffefdc015d97afe190a5cbb18,72900,1336,18.32647462277092,0,539,539
111efd6f9064f0ffc186ee5524d9071d82f1a861,72918,1336,18.321950684330343,0,539,539
dbad99d22c4dfcedb53a74a7617a3acd5b27a9bc,72918,1336,18.321950684330343,0,539,539
f75b77702dabd0e6c6a58a8c46ea916d3326c8e4,71667,1440,20.09292980032651,0,539,539
05da2b6c19ce23bec3574bf2345e1eca3d9047ac,71830,1454,20.242238618961437,0,543,543
7e897336e14edd57a7724c3c6b453ad45e44877f,72099,1458,20.222194482586442,0,551,551
a2231a758bb0f9185f93e9641140eb6f26510982,72099,1458,20.222194482586442,0,551,551
a66dfb43c661637c65e51d6c63adad0056226315,72918,1336,18.321950684330343,0,551,551
37a427f567e5135d7655deeb4f7b647c62300452,72918,1336,18.321950684330343,0,551,551
8f271626536953a4e941befcb79c7cad4e8a185b,73350,1354,18.45944103612815,0,551,551
b1d10752e14758cda26b6b616ef519e3f6b431ae,73350,1354,18.45944103612815,0,551,551
f304bf958c25ae5b5a33f4c3899a5ec27dc3e111,73350,1354,18.45944103612815,0,551,551
c48e7acbe6971254dc59bcbfce6b7b568f8d4c59,73351,1354,18.459189377104607,0,554,554
5218edb8a220c239c501778a17dbf156d48624ef,73610,1354,18.39423991305529,0,559,559
4d386b3cb32124724e0937beff59ff7f2f481ea1,73700,1354,18.371777476255087,0,566,566
889efe0f630b181183349e703b8ce1064db8ccee,71584,1314,18.35605721949039,0,609,609
df96962e58671e690dda57ed3ff3d4e581487719,71634,1314,18.343244827875033,0,628,628
630fef8539daba244f98c50a8c16705660a485da,70749,1301,18.388952494028185,0,676,676
581db5276d9e78ad7997d3d438f19d3c722d793a,72612,1344,18.509337299619897,0,725,725
c5f423c5140c823c2caf7c6c649a8eb0ed167cff,74115,1361,18.363354246778655,0,747,747
48436a305c4bce3b6ca4770ff937b146432b9480,74814,1375,18.378913037666745,0,794,794
e62e36fccb4b2b224a8bf3561422117b95e9b6ae,76906,1319,17.150807479260397,0,848,848
18e7c58f3d200d88ff825107cfd72b6932702791,77745,1326,17.055759212811115,0,966,966
323c1a19cf31b519475351cd97489b3c31830c7d,78346,1351,17.244020115896152,0,975,975
d6e2190f70ab1e6dc4d0c8fa219834483a741af2,78965,1368,17.324130944089152,0,988,988
d62053f00c9ca31a1cd22cbf0e5f6993676b1c23,79209,1377,17.384388137711625,0,1017,1017
b58c88ed75e38ae7fbf3c9083e384adf183bd1b5,79486,1384,17.411871272928565,2,1033,1035
65f342feb6f6f7d3eb5f16b4086a005896ba4eb6,79397,1394,17.557338438480045,6,1070,1076
5b6b9ba346445ada168b9a476f9838b7a473a38a,79632,1412,17.73156519991963,16,1087,1103
ee92c5b000ade4043d2bd185ce25cef3e9fa6ca2,79664,1411,17.7118899377385,18,1095,1113
3160ce85cc871d594398c07e9cd9b685489eabb8,81192,1570,19.33688048083555,22,1097,1119
dcbe2024dfab13035fb47413a7f8d398144a761f,79686,1411,17.70699997490149,24,1100,1124
c81bb5b007ae7b1d5f392006105ff4613d0da2d0,79686,1411,17.70699997490149,30,1101,1131
cdc19f55d63b745acb26609841115a8a66c6b6c9,81198,1570,19.335451612108674,33,1103,1136
46c808e39099d234eff20007dfcf55d4e8b0d3f9,81198,1570,19.335451612108674,33,1103,1136
e169469ed8a0c81f4c88714a51295ee3e32916a0,81198,1570,19.335451612108674,33,1103,1136
efb5f8605387eb0ab6c4ff5426a5ca2e775fa8de,81198,1570,19.335451612108674,33,1103,1136
89507a6f46c230dcb90250283849348e3c96f654,81198,1269,15.628463755264908,33,1105,1138
cde486826de93492691b0585e468e7f7d41b07e2,81198,1570,19.335451612108674,33,1105,1138
