Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
googlesamples_android-FloatingActionButtonBasic,com.example.android.common.logger,LogFragment,inflateViews,Long Statement,The length of the statement "ViewGroup.LayoutParams scrollParams=new ViewGroup.LayoutParams(ViewGroup.LayoutParams.MATCH_PARENT`ViewGroup.LayoutParams.MATCH_PARENT);" is 136.,56
googlesamples_android-FloatingActionButtonBasic,com.example.android.common.logger,LogFragment,inflateViews,Magic Number,The method contains a magic number: 16,56
googlesamples_android-FloatingActionButtonBasic,com.example.android.common.logger,LogFragment,inflateViews,Magic Number,The method contains a magic number: .5,56
googlesamples_android-FloatingActionButtonBasic,com.example.android.common.logger,LogView,println,Complex Method,Cyclomatic complexity of the method is 9,39
googlesamples_android-FloatingActionButtonBasic,com.example.android.common.logger,LogView,println,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@3f985a86,39
googlesamples_android-FloatingActionButtonBasic,com.example.android.floatingactionbuttonbasic,FloatingActionButtonBasicFragment,onCheckedChanged,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@57a2ed35,53
