Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
peholmst_vaadin4spring,org.vaadin.spring.events,Event,toString,Long Statement,The length of the statement "return String.format("%s[scope=%s` eventBus=%s` ts=%d` source=[%s]` payload=[%s]]"`getClass().getSimpleName()`getScope()`getEventBus()`getTimestamp()`getSource()`getPayload());" is 176.,106
peholmst_vaadin4spring,org.vaadin.spring.events.internal,AbstractListenerWrapper,supports,Long Statement,The length of the statement "return (event.getTopic().equals(topic) || topic == null) && getPayloadType().isAssignableFrom(eventPayloadType) && (includingPropagatingEvents || event.getEventBus().equals(owningEventBus));" is 190.,62
peholmst_vaadin4spring,org.vaadin.spring.events.internal,MethodListenerWrapper,MethodListenerWrapper,Long Parameter List,The method has 5 parameters. ,44
peholmst_vaadin4spring,org.vaadin.spring.events.internal,MethodListenerWrapper,publish,Long Statement,The length of the statement "throw new RuntimeException("A checked exception occurred while invoking listener method " + listenerMethod.getName()`targetException);" is 134.,73
peholmst_vaadin4spring,org.vaadin.spring.events.internal,ScopedEventBus,onEvent,Long Statement,The length of the statement "logger.debug("Propagating event [{}] from parent event bus [{}] to event bus [{}]"`event`parentEventBus`ScopedEventBus.this);" is 125.,53
peholmst_vaadin4spring,org.vaadin.spring.events.internal,ScopedEventBus,publish,Long Statement,The length of the statement "logger.debug("Trying to publish payload [{}] from sender [{}] using scope [{}] on event bus [{}] in topic [{}]"`payload`sender`scope`this`topic);" is 145.,123
peholmst_vaadin4spring,org.vaadin.spring.events.internal,ScopedEventBus,subscribe,Long Statement,The length of the statement "logger.trace("Subscribing listener [{}] to event bus [{}]` includingPropagatingEvents = {}"`listener`this`includingPropagatingEvents);" is 134.,155
peholmst_vaadin4spring,org.vaadin.spring.events.internal,ScopedEventBus,subscribeWithWeakReference,Long Statement,The length of the statement "logger.trace("Subscribing listener [{}] to event bus [{}] with weak reference` includingPropagatingEvents = {}"`listener`this`includingPropagatingEvents);" is 154.,169
peholmst_vaadin4spring,org.vaadin.spring.events.internal,ScopedEventBus,subscribe,Long Statement,The length of the statement "logger.trace("Subscribing listener [{}] to event bus [{}]` includingPropagatingEvents = {}` weakReference = {}"`listener`this`includingPropagatingEvents`weakReference);" is 168.,206
peholmst_vaadin4spring,org.vaadin.spring.events.internal,ScopedEventBus,unsubscribe,Long Statement,The length of the statement "listeners.removeAll(l -> (l instanceof AbstractListenerWrapper) && (((AbstractListenerWrapper)l).getListenerTarget() == listener));" is 131.,243
peholmst_vaadin4spring,org.vaadin.spring.events.internal,ScopedEventBus,toString,Long Statement,The length of the statement "return String.format("%s[id=%x` eventScope=%s` parentEventBus=%s]"`getClass().getSimpleName()`System.identityHashCode(this)`eventScope`parentEventBus);" is 151.,260
peholmst_vaadin4spring,org.vaadin.spring.events.internal,ScopedEventBusTest,testSubscribeAndPublishWithListenerMethodsWithTopic,Long Identifier,The length of the field theIntegerPayloadWithTopicFail is 30.,218
peholmst_vaadin4spring,org.vaadin.spring.events.internal,ScopedEventBusTest,testSubscribeAndPublishWithListenerMethodsWithTopic,Magic Number,The method contains a magic number: 10,218
peholmst_vaadin4spring,org.vaadin.spring.events.internal,ScopedEventBusTest,testSubscribeAndPublishWithListenerMethodsWithTopic,Magic Number,The method contains a magic number: 10,218
peholmst_vaadin4spring,org.vaadin.spring.events.support,VaadinEventBusAwareProcessor,invokeAwareInterfaces,Long Statement,The length of the statement "((EventBusAware.ApplicationEventBusAware)bean).setApplicationEventBus(this.applicationContext.getBean(EventBus.ApplicationEventBus.class));" is 139.,72
peholmst_vaadin4spring,org.vaadin.spring.events.support,VaadinEventBusAwareProcessor,invokeAwareInterfaces,Long Statement,The length of the statement "((EventBusAware.SessionEventBusAware)bean).setSessionEventBus(this.applicationContext.getBean(EventBus.SessionEventBus.class));" is 127.,72
peholmst_vaadin4spring,org.vaadin.spring.events.support,ApplicationContextEventBrokerTest,testOnApplicationEvent,Magic Number,The method contains a magic number: 7475015652750718692L,32
