Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
Qkyrie_Twitch,com.deswaef.twitch.configuration,Twitch,newTwitchInstance,Long Statement,The length of the statement "return new Twitch().url(createRestAdaptor(baseUrl)).streams(new StreamResource()).channels(new ChannelResource()).accessTokens(new AccessTokenResource().setClientId(clientId).setClientSecret(clientSecret).setRedirectUrl(redirectUrl)).user(new UserResource());" is 259.,21
Qkyrie_Twitch,com.deswaef.twitch.configuration,TwitchTest,newHasValidAccessTokenRequestTemplate,Long Statement,The length of the statement "AccessTokenRequest requestTemplate=(AccessTokenRequest)new Mirror().on(twitch.accessTokens()).get().field("requestTemplate");" is 125.,27
Qkyrie_Twitch,com.deswaef.twitch.util,AuthorizationURLBuilder,toString,Long Statement,The length of the statement "return String.format("%s%s?response_type=code&client_id=%s&redirect_uri=%s&scope=%s"`baseUrl`authorizationURL`clientId`redirectURI`scopes);" is 139.,51
Qkyrie_Twitch,com.deswaef.twitch.util,AuthorizationURLBuilderTest,baseUrlShouldBeSet,Long Statement,The length of the statement "assertThrown(() -> buildAuthorizationUrl().clientId(CLIENT_ID).redirectURI(REDIRECT_URI).withScope(SCOPE_1).withScope(SCOPE_2).toString()).isInstanceOf(IllegalStateException.class);" is 181.,17
Qkyrie_Twitch,com.deswaef.twitch.util,AuthorizationURLBuilderTest,clientIdShouldBeSet,Long Statement,The length of the statement "assertThrown(() -> buildAuthorizationUrl().baseUrl(BASE_URL).redirectURI(REDIRECT_URI).withScope(SCOPE_1).withScope(SCOPE_2).toString()).isInstanceOf(IllegalStateException.class);" is 179.,30
Qkyrie_Twitch,com.deswaef.twitch.util,AuthorizationURLBuilderTest,redirectURIShouldBeSet,Long Statement,The length of the statement "assertThrown(() -> buildAuthorizationUrl().baseUrl(BASE_URL).clientId(CLIENT_ID).withScope(SCOPE_1).withScope(SCOPE_2).toString()).isInstanceOf(IllegalStateException.class);" is 173.,42
Qkyrie_Twitch,com.deswaef.twitch.util,AuthorizationURLBuilderTest,scopeShouldBeSet,Long Statement,The length of the statement "assertThrown(() -> buildAuthorizationUrl().baseUrl(BASE_URL).clientId(CLIENT_ID).redirectURI(REDIRECT_URI).toString()).isInstanceOf(IllegalStateException.class).hasMessage("Cannot build authentication url` please set the scopes first");" is 236.,55
Qkyrie_Twitch,com.deswaef.twitch.util,AuthorizationURLBuilderTest,generatesCorrectURIWith1Scope,Long Statement,The length of the statement "assertThat(buildAuthorizationUrl().baseUrl(BASE_URL).clientId(CLIENT_ID).redirectURI(REDIRECT_URI).withScope(SCOPE_1).toString()).isEqualTo(String.format("%s/oauth2/authorize?response_type=code&client_id=%s&redirect_uri=%s&scope=%s"`BASE_URL`CLIENT_ID`REDIRECT_URI`SCOPE_1));" is 275.,67
Qkyrie_Twitch,com.deswaef.twitch.util,AuthorizationURLBuilderTest,generatesCorrectURIWithMoreScopes,Long Statement,The length of the statement "assertThat(buildAuthorizationUrl().baseUrl(BASE_URL).clientId(CLIENT_ID).redirectURI(REDIRECT_URI).withScope(SCOPE_1).withScope(SCOPE_2).toString()).isEqualTo(String.format("%s/oauth2/authorize?response_type=code&client_id=%s&redirect_uri=%s&scope=%s+%s"`BASE_URL`CLIENT_ID`REDIRECT_URI`SCOPE_1`SCOPE_2));" is 305.,79
Qkyrie_Twitch,com.deswaef.twitch.api.streams,StreamResourceTest,whenStreamsThenReturnsTop25,Magic Number,The method contains a magic number: 25,22
Qkyrie_Twitch,com.deswaef.twitch.api.oauth.domain,AccessTokenRequest,copy,Long Statement,The length of the statement "return new AccessTokenRequest().setClient_secret(this.client_secret).setRedirect_uri(this.getRedirect_uri()).setClient_id(this.getClient_id()).setGrant_type(this.getGrant_type()).setCode(code);" is 193.,18
Qkyrie_Twitch,com.deswaef.twitch.api.games,GamesResourceTest,topHas10GameInfos,Magic Number,The method contains a magic number: 10,42
Qkyrie_Twitch,com.deswaef.twitch.api.chat,ChatResourceTest,chatInformationIsMappedCorrectly,Long Statement,The length of the statement "assertThat(streamingforanimals.get().getBadgesUrl()).isEqualTo("https://api.twitch.tv/kraken/chat/streamingforanimals/badges");" is 127.,37
Qkyrie_Twitch,com.deswaef.twitch.api.chat,ChatResourceTest,chatInformationIsMappedCorrectly,Long Statement,The length of the statement "assertThat(streamingforanimals.get().getEmoticonsUrl()).isEqualTo("https://api.twitch.tv/kraken/chat/streamingforanimals/emoticons");" is 133.,37
Qkyrie_Twitch,com.deswaef.twitch.api.channels,ChannelResourceTest,verifyUnexistingChannel,Long Statement,The length of the statement "assertThat(channelResource.channel(String.format("thisoneshouldnotexist_xxx_%s"`System.currentTimeMillis())).isPresent()).isFalse();" is 132.,53
Qkyrie_Twitch,com.deswaef.twitch.api.channels.domain,TwitchChannel,toString,Long Statement,The length of the statement "return "TwitchChannel{" + "id=" + id + "` name='"+ name+ '\''+ "` status='"+ status+ '\''+ "` display_name='"+ display_name+ '\''+ "` game='"+ game+ '\''+ "` delay="+ delay+ "` createdAt="+ createdAt+ "` updatedAt="+ updatedAt+ "` url='"+ url+ '\''+ '}';" is 254.,101
