Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
windy1_google-places-api-java,se.walkercrou.places,Prediction,parse,Long Statement,The length of the statement "predictions.add(new Prediction().setPlaceId(placeId).setDescription(description).addTerms(terms).addTypes(types).setSubstringLength(substrLength).setSubstringOffset(substrOffset).setClient(client));" is 198.,27
windy1_google-places-api-java,se.walkercrou.places,PlaceBuilder,PlaceBuilder,Complex Conditional,The conditional expression name == null || name.isEmpty() || types.isEmpty() is complex.,26
windy1_google-places-api-java,se.walkercrou.places,PlaceBuilder,PlaceBuilder,Long Statement,The length of the statement "if (name == null || name.isEmpty() || types.isEmpty()) throw new GooglePlacesException("Must specify a name` location` and at least one type");" is 143.,26
windy1_google-places-api-java,se.walkercrou.places,PlaceBuilder,toJson,Long Statement,The length of the statement "JSONObject obj=new JSONObject().put(OBJECT_LOCATION`new JSONObject().put("lat"`lat).put("lng"`lng)).put(STRING_NAME`name).put(STRING_TYPES`new JSONArray(types));" is 161.,115
windy1_google-places-api-java,se.walkercrou.places,GooglePlaces,parseResults,Long Statement,The length of the statement "places.add(place.setClient(client).setPlaceId(placeId).setLatitude(lat).setLongitude(lon).setIconUrl(iconUrl).setName(name).setAddress(addr).setRating(rating).setStatus(status).setPrice(price).addTypes(types).setVicinity(vicinity).setJson(result));" is 248.,127
windy1_google-places-api-java,se.walkercrou.places,GooglePlaces,getNearbyPlaces,Long Parameter List,The method has 5 parameters. ,217
windy1_google-places-api-java,se.walkercrou.places,GooglePlaces,getNearbyPlaces,Long Statement,The length of the statement "String uri=buildUrl(METHOD_NEARBY_SEARCH`String.format(Locale.ENGLISH`"key=%s&location=%s`%s&radius=%s"`apiKey`String.valueOf(lat)`String.valueOf(lng)`String.valueOf(radius))`extraParams);" is 188.,217
windy1_google-places-api-java,se.walkercrou.places,GooglePlaces,getNearbyPlacesRankedByDistance,Long Statement,The length of the statement "String uri=buildUrl(METHOD_NEARBY_SEARCH`String.format(Locale.ENGLISH`"key=%s&location=%s`%s&rankby=distance"`apiKey`String.valueOf(lat)`String.valueOf(lng))`params);" is 166.,233
windy1_google-places-api-java,se.walkercrou.places,GooglePlaces,getPlacesByRadar,Long Parameter List,The method has 5 parameters. ,265
windy1_google-places-api-java,se.walkercrou.places,GooglePlaces,getPlacesByRadar,Long Statement,The length of the statement "String uri=buildUrl(METHOD_RADAR_SEARCH`String.format(Locale.ENGLISH`"key=%s&location=%f`%f&radius=%f"`apiKey`lat`lng`radius)`extraParams);" is 139.,265
windy1_google-places-api-java,se.walkercrou.places,GooglePlaces,getPlacePredictions,Long Parameter List,The method has 6 parameters. ,367
windy1_google-places-api-java,se.walkercrou.places,GooglePlaces,getQueryPredictions,Long Parameter List,The method has 6 parameters. ,390
windy1_google-places-api-java,se.walkercrou.places,GooglePlaces,getPlaces,Magic Number,The method contains a magic number: 3000,413
windy1_google-places-api-java,se.walkercrou.places,Place,parseDetails,Complex Method,Cyclomatic complexity of the method is 20,49
windy1_google-places-api-java,se.walkercrou.places,Place,parseDetails,Long Method,The method has 119 lines of code.,49
windy1_google-places-api-java,se.walkercrou.places,Place,parseDetails,Long Statement,The length of the statement "schedule.addPeriod(new Hours.Period().setOpeningDay(openingDay).setOpeningTime(openingTime).setClosingDay(closingDay).setClosingTime(closingTime));" is 147.,49
windy1_google-places-api-java,se.walkercrou.places,Place,parseDetails,Long Statement,The length of the statement "reviews.add(new Review().addAspects(aspects).setAuthor(author).setAuthorUrl(authorUrl).setLanguage(lang).setRating(reviewRating).setText(text).setTime(time));" is 158.,49
windy1_google-places-api-java,se.walkercrou.places,Place,parseDetails,Long Statement,The length of the statement "return place.setPlaceId(id).setClient(client).setName(name).setAddress(address).setIconUrl(iconUrl).setPrice(price).setLatitude(lat).setLongitude(lng).addTypes(types).setRating(rating).setStatus(status).setVicinity(vicinity).setPhoneNumber(phone).setInternationalPhoneNumber(internationalPhone).setGoogleUrl(url).setWebsite(website).addPhotos(photos).addAddressComponents(addressComponents).setHours(schedule).addReviews(reviews).setUtcOffset(utcOffset).setScope(scope).addAltIds(altIds).setJson(result);" is 504.,49
windy1_google-places-api-java,se.walkercrou.places,GooglePlacesInterface,getNearbyPlaces,Long Parameter List,The method has 5 parameters. ,379
windy1_google-places-api-java,se.walkercrou.places,GooglePlacesInterface,getPlacesByRadar,Long Parameter List,The method has 5 parameters. ,456
windy1_google-places-api-java,se.walkercrou.places,GooglePlacesInterface,getPlacePredictions,Long Parameter List,The method has 6 parameters. ,517
windy1_google-places-api-java,se.walkercrou.places,GooglePlacesInterface,getQueryPredictions,Long Parameter List,The method has 6 parameters. ,560
windy1_google-places-api-java,se.walkercrou.places,ProtocolTests,testNearbySearch,Long Statement,The length of the statement "List<Place> places=google.getNearbyPlaces(UVM_LAT`UVM_LNG`MAXIMUM_RADIUS`TypeParam.name("types").value(Types.TYPE_UNIVERSITY));" is 127.,39
windy1_google-places-api-java,se.walkercrou.places,GooglePlacesTest,testGetNearbyPlacesRankedByDistance,Long Statement,The length of the statement "if (!findPlace(google.getNearbyPlaces(TEST_PLACE_LAT`TEST_PLACE_LNG`MAXIMUM_RADIUS`MAXIMUM_RESULTS`TypeParam.name("types").value(Types.TYPE_UNIVERSITY))`TEST_PLACE_NAME)) fail("Test place could not be found at coordinates.");" is 225.,33
windy1_google-places-api-java,se.walkercrou.places,GooglePlacesTest,testGetNearbyPlacesRankedByDistance,Long Statement,The length of the statement "if (!hasAtLeastAPlace(google.getNearbyPlacesRankedByDistance(TEST_PLACE_LAT`TEST_PLACE_LNG`MAXIMUM_RESULTS`Param.name("name").value(TEST_PLACE_NAME)))) fail("Test place could not be found at coordinates.");" is 206.,33
windy1_google-places-api-java,se.walkercrou.places,GooglePlacesTest,testGetNearbyPlaces,Long Statement,The length of the statement "if (!findPlace(google.getNearbyPlaces(TEST_PLACE_LAT`TEST_PLACE_LNG`MAXIMUM_RADIUS`MAXIMUM_RESULTS`TypeParam.name("types").value(Types.TYPE_UNIVERSITY))`TEST_PLACE_NAME)) fail("Test place could not be found at coordinates.");" is 225.,48
windy1_google-places-api-java,se.walkercrou.places,GooglePlacesTest,testGetNearbyPlaces,Long Statement,The length of the statement "if (!hasAtLeastAPlace(google.getNearbyPlaces(TEST_PLACE_LAT`TEST_PLACE_LNG`MAXIMUM_RADIUS`TypeParam.name(STRING_TYPES).value(Arrays.asList(Types.TYPE_BAR`Types.TYPE_RESTAURANT))))) fail("Test place could not be found at coordinates.");" is 235.,48
windy1_google-places-api-java,se.walkercrou.places,GooglePlacesTest,testGetPlacesByQuery,Long Statement,The length of the statement "if (!findPlace(google.getPlacesByQuery(TEST_PLACE_NAME`MAXIMUM_RESULTS)`TEST_PLACE_NAME)) fail("Test place could not be found by name");" is 136.,61
windy1_google-places-api-java,se.walkercrou.places,GooglePlacesTest,testGetPlacesByRadar,Long Statement,The length of the statement "List<Place> places=google.getPlacesByRadar(TEST_PLACE_LAT`TEST_PLACE_LNG`MAXIMUM_RADIUS`MAXIMUM_RESULTS`Param.name("name").value(TEST_PLACE_NAME));" is 147.,68
