Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
nhaarman_Triad,com.nhaarman.triad,TriadDelegate,onCreate,Long Statement,The length of the statement "checkState(activity.getApplication() instanceof TriadProvider`"Make sure your Application class implements TriadProvider.");" is 124.,94
nhaarman_Triad,com.nhaarman.triad,TriadDelegate,onCreate,Long Statement,The length of the statement "checkState(activity.getApplication() instanceof ApplicationComponentProvider`"Make sure your Application class implements ApplicationComponentProvider.");" is 154.,94
nhaarman_Triad,com.nhaarman.triad,TriadDelegate,onCreate,Long Statement,The length of the statement "applicationComponent=((ApplicationComponentProvider<ApplicationComponent>)activity.getApplication()).getApplicationComponent();" is 127.,94
nhaarman_Triad,com.nhaarman.triad,TriadImpl,startWith,Complex Conditional,The conditional expression backstack.size() == 0 && (transition == null || transition.isFinished()) is complex.,121
nhaarman_Triad,com.nhaarman.triad,TriadImpl,startWith,Complex Conditional,The conditional expression this.backstack.size() == 0 && (transition == null || transition.isFinished()) is complex.,128
nhaarman_Triad,com.nhaarman.triad,TriadImpl,move,Complex Conditional,The conditional expression this.transition == null || this.transition.isFinished() || this.transition.isCancelled() is complex.,345
nhaarman_Triad,com.nhaarman.triad,TriadIntents,createScreen,Long Statement,The length of the statement "throw new IllegalStateException("Could not find empty constructor` `create()` or `create(Intent)` method for class " + screenClassName);" is 136.,46
nhaarman_Triad,com.nhaarman.triad,TriadIntents,createScreen,Long Statement,The length of the statement "throw new IllegalStateException("Could not find empty constructor` `create()` or `create(Intent)` method for class " + screenClassName);" is 136.,46
