Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
OneDrive_onedrive-picker-android,com.microsoft.onedrivesdk.common,Client,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ONEDRIVE_PACKAGE_NAME; ONEDRIVE_PICKER_ACTION; ONEDRIVE_SAVER_ACTION
