Project Name,Package Name,Architecture Smell,Cause of the Smell
xp,com.enonic.wem.core.schema.mixin,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [MixinUsageResolverTest; MixinUsageResolver]; [MixinSerializer]; [GetMixinCommand]; [MixinLoader]; [MixinRegistryImpl]; [GetMixinsCommand]; [ModuleMixinProvider]; [MixinServiceImpl]. LCC (Lack of Component Cohesion) = 0.89
