Project Name,Package Name,Architecture Smell,Cause of the Smell
stephanenicolas_mimic,com.github.stephanenicolas.mimic,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [MimicProcessor; MimicCreator; MimicException; MimicProcessorTest; MimicProcessorTest.MimicCreatorTestModule; MimicCreatorTest; TestCounter]; [MimicCreator.ReplaceExprEditor]; [TestSourceClass]. LCC (Lack of Component Cohesion) = 0.33
