Project Name,Package Name,Architecture Smell,Cause of the Smell
aceleradora6-tw_RegistroLivre,br.com.aceleradora.registrolivre.util,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [EmissorDeEmail]; [DataOrdenadaTransformador]; [Arquivo; ClienteCloudinary]; [CustomMultipartConfig]; [EnderecoTransformador]; [CalendarTransformador]; [DownloadMultiploArquivo]. LCC (Lack of Component Cohesion) = 0.88
