Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
ontrack,net.nemerosa.ontrack.boot.ui,UIResourceAssembler,toProjectResource,Long Statement,The length of the statement "return Resource.of(project).self(link(fromMethodCall(on(UIProjectController.class).project(project.getId()`follow)))).link("branches"`link(fromMethodCall(on(UIProjectController.class).getBranchesForProject(project.getId())))`() -> uiProject().getBranchesForProject(project.getId()));" is 283.,33
ontrack,net.nemerosa.ontrack.boot.ui,UIResourceAssembler,toProjectCollectionResource,Long Statement,The length of the statement "return Resource.of(projects.stream().map(p -> toProjectResource(p`Collections.emptySet())).collect(Collectors.toList())).self(link(fromMethodCall(on(UIProjectController.class).projects())));" is 190.,56
ontrack,net.nemerosa.ontrack.boot.ui,UIResourceAssembler,toBranchCollectionResource,Long Statement,The length of the statement "return Resource.of(branches.stream().map(this::toBranchResource).collect(Collectors.toList())).self(link(fromMethodCall(on(UIProjectController.class).getBranchesForProject(project))));" is 184.,66
ontrack,net.nemerosa.ontrack.boot.ui,UITop,ui,Long Statement,The length of the statement "return Resource.empty().self(link(fromMethodCall(on(UITop.class).ui()))).link("projects"`link(fromMethodCall(on(UIProjectController.class).projects())));" is 153.,24
ontrack,net.nemerosa.ontrack.boot.resource,ResourceTest,to_json_only_data,Long Statement,The length of the statement "TestUtils.assertJsonWrite(object().with("id"`"b").with("name"`"B1").with("description"`"Branche 1").end()`Resource.of(branch));" is 127.,21
ontrack,net.nemerosa.ontrack.boot.resource,ResourceTest,to_json_self_link,Long Statement,The length of the statement "TestUtils.assertJsonWrite(object().with("id"`"b").with("name"`"B1").with("description"`"Branche 1").with("self"`"http://host/branches/b").end()`Resource.of(branch).self("http://host/branches/b"));" is 196.,34
ontrack,net.nemerosa.ontrack.boot.resource,ResourceTest,to_json_other_link,Long Statement,The length of the statement "TestUtils.assertJsonWrite(object().with("id"`"b").with("name"`"B1").with("description"`"Branche 1").with("self"`"http://host/branches/b").with("info"`object().with("href"`"http://host/branches/b/info").end()).end()`Resource.of(branch).self("http://host/branches/b").link("info"`"http://host/branches/b/info"));" is 310.,48
ontrack,net.nemerosa.ontrack.boot.resource,ResourceTest,to_json_link_with_supplier,Long Statement,The length of the statement "TestUtils.assertJsonWrite(object().with("id"`"b").with("name"`"B1").with("description"`"Branche 1").with("self"`"http://host/branches/b").with("project"`object().with("href"`"http://host/branches/b/project").end()).end()`Resource.of(branch).self("http://host/branches/b").link("project"`"http://host/branches/b/project"`() -> Resource.of(new Project("p"`"P1"`"Project 1"))));" is 375.,68
ontrack,net.nemerosa.ontrack.boot.resource,ResourceTest,to_json_link_with_simple_resource,Long Statement,The length of the statement "TestUtils.assertJsonWrite(object().with("id"`"b").with("name"`"B1").with("description"`"Branche 1").with("self"`"http://host/branches/b").with("project"`object().with("href"`"http://host/branches/b/project").end()).end()`Resource.of(branch).self("http://host/branches/b").link("project"`"http://host/branches/b/project"`() -> Resource.of(new Project("p"`"P1"`"Project 1"))));" is 375.,88
ontrack,net.nemerosa.ontrack.boot.resource,ResourceTest,to_json_link_with_resource,Long Statement,The length of the statement "TestUtils.assertJsonWrite(object().with("id"`"b").with("name"`"B1").with("description"`"Branche 1").with("self"`"http://host/branches/b").with("project"`object().with("id"`"p").with("name"`"P1").with("description"`"Project 1").with("self"`"http://host/projects/p").end()).end()`Resource.of(branch).self("http://host/branches/b").link("project"`"http://host/branches/b/project"`Resource.of(new Project("p"`"P1"`"Project 1")).self("http://host/projects/p")));" is 457.,108
