Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
ewolff_user-registration,com.ewolff.user_registration,UserRegistrationScenarios,configuration,Long Statement,The length of the statement "return new MostUsefulConfiguration().useKeywords(keywords).useStepCollector(new MarkUnmatchedStepsAsPending(keywords)).useStoryParser(new RegexStoryParser(keywords)).useStoryLoader(new LoadFromClasspath(this.getClass())).useFailureStrategy(new RethrowingFailure()).useStoryReporterBuilder(new StoryReporterBuilder().withKeywords(keywords).withFormats(Format.HTML`Format.ANSI_CONSOLE).withFailureTrace(true));" is 408.,24
ewolff_user-registration,com.ewolff.user_registration,UserRegistrationSteps,UserRegistrationSteps,Long Identifier,The length of the identifier autowiredAnnotationBeanPostProcessor is 36.,29
ewolff_user-registration,com.ewolff.user_registration,UserRegistrationSteps,cleanUp,Long Identifier,The length of the field andererKundeRegistrierungErfolg is 31.,40
ewolff_user-registration,com.ewolff.user_registration,UserRegistrationSteps,registerAndererKunde,Long Identifier,The length of the field andererKundeRegistrierungErfolg is 31.,57
ewolff_user-registration,com.ewolff.user_registration,UserRegistrationSteps,andererRegistrierungNichtErfolgreich,Long Identifier,The length of the field andererKundeRegistrierungErfolg is 31.,101
ewolff_user-registration,com.ewolff.user_registration.service,GraphiteMetricsReporter,init,Long Statement,The length of the statement "GraphiteReporter graphiteReporter=GraphiteReporter.forRegistry(metricRegistry).convertRatesTo(TimeUnit.SECONDS).convertDurationsTo(TimeUnit.MILLISECONDS).build(graphite);" is 170.,35
ewolff_user-registration,com.ewolff.user_registration.service,RegistrationService,register,Long Statement,The length of the statement "jdbcTemplate.update("INSERT INTO T_USER(firstname` name` email) VALUES (?` ?` ?)"`user.getFirstname()`user.getName()`email);" is 124.,29
ewolff_user-registration,com.ewolff.user_registration.web,RegistrationController,create,Long Statement,The length of the statement "bindingResult.addError(new FieldError("user"`"email"`"User konnte nicht registriert werden - EMail Adresse schon verwendet?"));" is 127.,51
ewolff_user-registration,com.ewolff.user_registration.selenium,RegisterierungTest,setUp,Magic Number,The method contains a magic number: 30,33
ewolff_user-registration,com.ewolff.user_registration.selenium,RegisterierungTest,testInvalideEMail,Long Statement,The length of the statement "assertTrue(driver.findElement(By.cssSelector(".alert.alert-error")).getText().matches("^[\\s\\S]*nicht[\\s\\S]*valide[\\s\\S]*$"));" is 131.,50
ewolff_user-registration,com.ewolff.user_registration.selenium,RegisterierungTest,kundeExistiertNicht,Long Statement,The length of the statement "assertTrue(driver.findElement(By.cssSelector(".container>.container")).getText().matches("^[\\s\\S]*Kein[\\s\\S]*Kunde[\\s\\S]*$"));" is 132.,66
ewolff_user-registration,com.ewolff.user_registration.selenium,RegisterierungTest,kundeAnlegenNochEinmal,Long Statement,The length of the statement "assertTrue(driver.findElement(By.cssSelector(".alert.alert-error")).getText().matches("^[\\s\\S]*schon verwendet[\\s\\S]*$"));" is 126.,98
