Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest
xp,com.enonic.wem.core.command,CommandHandler,CommandHandler,3,1,1,9,0
xp,com.enonic.wem.core.command,CommandHandler,getType,3,1,0,14,0
xp,com.enonic.wem.core.command,CommandHandler,handle,0,1,1,19,0
xp,com.enonic.wem.core.command,CommandInvokerImpl,CommandInvokerImpl,3,1,0,18,0
xp,com.enonic.wem.core.command,CommandInvokerImpl,invoke,5,1,1,23,0
xp,com.enonic.wem.core.command,CommandInvokerImpl,findHandler,7,2,1,32,0
xp,com.enonic.wem.core.command,CommandInvokerImpl,setHandlers,5,2,1,43,0
xp,com.enonic.wem.core.command,CommandInvoker,invoke,0,1,1,7,0
xp,com.enonic.wem.core.client,StandardClient,execute,4,1,1,16,0
xp,com.enonic.wem.core.client,StandardClient,setInvoker,3,1,1,23,0
xp,com.enonic.wem.taglib,SiteInfoTag,setVar,3,1,1,27,0
xp,com.enonic.wem.taglib,SiteInfoTag,doStartTag,8,2,0,32,0
xp,com.enonic.wem.taglib,SiteInfoTag,doAfterBody,7,2,0,47,0
xp,com.enonic.wem.taglib,SiteInfoTag,assignElement,3,1,0,60,0
xp,com.enonic.wem.taglib,SiteInfoTag,getAllSites,12,2,0,65,0
xp,com.enonic.wem.taglib,SiteInfoTag,getSpringContext,3,1,0,82,0
xp,com.enonic.wem.taglib,CreateUrlTag,setVar,3,1,1,14,0
xp,com.enonic.wem.taglib,CreateUrlTag,setPath,3,1,1,19,0
xp,com.enonic.wem.taglib,CreateUrlTag,doStartTag,5,1,0,24,0
xp,com.enonic.wem.taglib,CreateUrlTag,createUrl,10,2,0,33,0
xp,com.enonic.wem.taglib,CreateUrlTag,getBaseUrl,12,3,1,45,0
xp,com.enonic.wem.taglib,SiteInfoBean,getKey,3,1,0,10,0
xp,com.enonic.wem.taglib,SiteInfoBean,setKey,3,1,1,15,0
xp,com.enonic.wem.taglib,SiteInfoBean,getName,3,1,0,20,0
xp,com.enonic.wem.taglib,SiteInfoBean,setName,3,1,1,25,0
xp,com.enonic.wem.taglib,SiteInfoBean,compareTo,3,1,1,30,0
xp,com.enonic.wem.taglib,ProductInfoTag,doTag,4,1,0,14,0
xp,com.enonic.wem.taglib,EllipsisTag,setText,3,1,1,18,0
xp,com.enonic.wem.taglib,EllipsisTag,setLength,3,1,1,23,0
xp,com.enonic.wem.taglib,EllipsisTag,doTag,10,2,0,28,0
xp,com.enonic.wem.api.resource,ResourcePath,create,3,1,1,5,0
xp,com.enonic.wem.api.command.resource,GetResource,getPath,3,1,0,14,0
xp,com.enonic.wem.api.command.resource,GetResource,setPath,3,1,1,19,0
xp,com.enonic.wem.api.command.resource,GetResource,isIncludeData,3,1,0,24,0
xp,com.enonic.wem.api.command.resource,GetResource,setIncludeData,3,1,1,29,0
xp,com.enonic.wem.api.command.resource,GetResource,validate,2,1,0,34,0
xp,com.enonic.wem.api.command.resource,GetResourceBuilder,GetResourceBuilder,3,1,0,9,0
xp,com.enonic.wem.api.command.resource,GetResourceBuilder,path,4,1,1,14,0
xp,com.enonic.wem.api.command.resource,GetResourceBuilder,path,4,1,1,20,0
xp,com.enonic.wem.api.command.resource,GetResourceBuilder,includeData,4,1,0,26,0
xp,com.enonic.wem.api.command,Command,getResult,3,1,0,7,0
xp,com.enonic.wem.api.command,Command,setResult,3,1,1,12,0
xp,com.enonic.wem.api.command,Command,validate,0,1,0,17,0
xp,com.enonic.wem.api.command,Commands,getResource,3,1,0,7,0
xp,com.enonic.wem.api.command,CommandBuilder,CommandBuilder,3,1,1,7,0
xp,com.enonic.wem.api.command,CommandBuilder,build,3,1,0,12,0
xp,com.enonic.wem.api,Client,execute,0,1,1,7,0
