Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
tynamo_tapestry-resteasy,org.tynamo.resteasy,ResteasySymbols,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: MAPPING_PREFIX; MAPPING_PREFIX_JSAPI; AUTOSCAN_REST_PACKAGE; CORS_ENABLED
