Project Name,Package Name,Architecture Smell,Cause of the Smell
dsyer_spring-boot-ratpack,ratpack.spring.test,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [StaticResourceTests]; [StaticResourceTests.Application]; [ApplicationTests]; [ApplicationTests.Application]; [ApplicationTests.MessageService]; [TemplateTests]; [TemplateTests.Application]; [MarkupTests]; [MarkupTests.Application]; [DefaultStaticResourceTests]; [DefaultStaticResourceTests.Application]; [JsonTests]; [JsonTests.Application]; [Main]; [Main.Service]; [JsonMapperTests]; [JsonMapperTests.Application]; [JsonMapperTests.PointMixin]; [JsonMapperTests.Point]. LCC (Lack of Component Cohesion) = 1.0
