Project Name,Package Name,Architecture Smell,Cause of the Smell
sogyf_mybatis-pagination,org.mybatis.pagination.dialect.db,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [SQLServerDialect; SQLServer2005Dialect; H2Dialect; DerbyDialect; OracleDialect; DB2Dialect; MySQLDialect; PostgreSQLDialect; SybaseDialect]; [HSQLDialect]. LCC (Lack of Component Cohesion) = 0.2
