Project Name,Package Name,Architecture Smell,Cause of the Smell
graphaware_neo4j-uuid,com.graphaware.module.uuid,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [UuidModule; UuidConfiguration; Properties; UuidModuleDeclarativeIntegrationTest; UuidConfigurationTest; UuidModuleEmbeddedProgrammaticTest; UuidBootstrapper]; [UuidModuleMultipleModulesTest]; [UuidModuleEndToEndMinimalTest]. LCC (Lack of Component Cohesion) = 0.33
