Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
venmo_android-pin,com.venmo.android.pin.pindemo.demo,PinSupportDemoActivity,onCreate,Long Statement,The length of the statement "Fragment toShow=PinHelper.hasDefaultPinSaved(this) ? PinSupportFragment.newInstanceForVerification() : PinSupportFragment.newInstanceForCreation();" is 147.,16
venmo_android-pin,com.venmo.android.pin.pindemo.demo,PinDemoActivity,onCreate,Long Statement,The length of the statement "Fragment toShow=PinHelper.hasDefaultPinSaved(this) ? PinFragment.newInstanceForVerification() : PinFragment.newInstanceForCreation();" is 133.,16
venmo_android-pin,com.venmo.android.pin,TestSupportActivity,onCreate,Long Statement,The length of the statement "PinSupportFragment pf=type == PinDisplayType.CREATE ? PinSupportFragment.newInstanceForCreation(config) : PinSupportFragment.newInstanceForVerification(config);" is 160.,20
venmo_android-pin,com.venmo.android.pin,TestActivity,onCreate,Long Statement,The length of the statement "PinFragment pf=type == PinDisplayType.CREATE ? PinFragment.newInstanceForCreation(config) : PinFragment.newInstanceForVerification(config);" is 139.,20
venmo_android-pin,com.venmo.android.pin,PinHelperTest,testValidatingOnEmptyPinFails,Empty catch clause,The method has an empty catch block.,25
venmo_android-pin,com.venmo.android.pin,PinFragmentTests,testInvalidConfirmation,Empty catch clause,The method has an empty catch block.,95
venmo_android-pin,com.venmo.android.pin,PinFragmentTests,testPinInvalid,Magic Number,The method contains a magic number: 2000,125
venmo_android-pin,com.venmo.android.pin,PinFragmentTests,testMaxTries,Magic Number,The method contains a magic number: 3,170
venmo_android-pin,com.venmo.android.pin,PinFragmentTests,testIncorrectTriesReset,Magic Number,The method contains a magic number: 3,180
venmo_android-pin,com.venmo.android.pin,PinFragmentTests,clickOnKey,Magic Number,The method contains a magic number: 2,243
venmo_android-pin,com.venmo.android.pin,PinFragmentTests,clickOnKey,Magic Number,The method contains a magic number: 2,243
venmo_android-pin,com.venmo.android.pin,PinFragmentTests,clickOnKey,Magic Number,The method contains a magic number: 3,243
venmo_android-pin,com.venmo.android.pin,PinFragmentTests,clickOnKey,Magic Number,The method contains a magic number: 2,243
venmo_android-pin,com.venmo.android.pin,PinFragmentTests,clickOnKey,Magic Number,The method contains a magic number: 3,243
venmo_android-pin,com.venmo.android.pin,PinFragmentConfiguration,maxTries,Long Statement,The length of the statement "throw new IllegalArgumentException("Max Tries should either be greater than 0 or PinFragmentConfiguration.UNLIMITED_TRIES");" is 124.,43
venmo_android-pin,com.venmo.android.pin,PinFragment,initViewController,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@746fd19b,112
venmo_android-pin,com.venmo.android.pin,PinSupportFragment,initViewController,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@54caeadc,104
venmo_android-pin,com.venmo.android.pin,BaseViewController,getOutAnim,Magic Number,The method contains a magic number: 150,96
venmo_android-pin,com.venmo.android.pin,BaseViewController,getInAnim,Magic Number,The method contains a magic number: 2,105
venmo_android-pin,com.venmo.android.pin,BaseViewController,getInAnim,Magic Number,The method contains a magic number: 2,105
venmo_android-pin,com.venmo.android.pin,BaseViewController,getInAnim,Magic Number,The method contains a magic number: 150,105
venmo_android-pin,com.venmo.android.pin,BaseViewController,resetPinputView,Magic Number,The method contains a magic number: 2,136
venmo_android-pin,com.venmo.android.pin,BaseViewController,resetPinputView,Magic Number,The method contains a magic number: 2,136
venmo_android-pin,com.venmo.android.pin,VerifyPinViewController,incrementFailedAttempts,Long Statement,The length of the statement "getDefaultSharedPreferences(mContext).edit().putInt(KEY_INCORRECT_PIN_ATTEMPTS`attemptsDepleted ? 0 : failedAttempts).commit();" is 127.,82
venmo_android-pin,com.venmo.android.pin.util,PinHelper,generateSalt,Magic Number,The method contains a magic number: 24,27
venmo_android-pin,com.venmo.android.pin.view,PinputView,init,Long Statement,The length of the statement "mCharPadding=(int)a.getDimension(R.styleable.PinputView_pinputview_characterPadding`getResources().getDimension(R.dimen.pinputview_default_char_padding));" is 154.,69
venmo_android-pin,com.venmo.android.pin.view,PinputView,init,Magic Number,The method contains a magic number: 4,69
venmo_android-pin,com.venmo.android.pin.view,PinputView,initializeAnimator,Magic Number,The method contains a magic number: 20,90
venmo_android-pin,com.venmo.android.pin.view,PinputView,initializeAnimator,Magic Number,The method contains a magic number: 3,90
venmo_android-pin,com.venmo.android.pin.view,PinputView,run,Magic Number,The method contains a magic number: 20,92
venmo_android-pin,com.venmo.android.pin.view,PinputView,run,Magic Number,The method contains a magic number: 3,92
venmo_android-pin,com.venmo.android.pin.view,PinputView,onMeasure,Magic Number,The method contains a magic number: 2,170
venmo_android-pin,com.venmo.android.pin.view,PinputView,animateDrawableIn,Long Statement,The length of the statement "invalidate(back.getBounds().left - mCharPadding`back.getBounds().top - mCharPadding`right + mCharPadding`bottom + mCharPadding);" is 128.,238
venmo_android-pin,com.venmo.android.pin.view,PinputView,animateDrawableIn,Magic Number,The method contains a magic number: 3f,238
venmo_android-pin,com.venmo.android.pin.view,PinputView,animateDrawableIn,Magic Number,The method contains a magic number: 255,238
venmo_android-pin,com.venmo.android.pin.view,PinputView,animateDrawableIn,Magic Number,The method contains a magic number: 255,238
venmo_android-pin,com.venmo.android.pin.view,PinputView,animateDrawableIn,Magic Number,The method contains a magic number: 2,238
venmo_android-pin,com.venmo.android.pin.view,PinputView,onAnimationUpdate,Long Statement,The length of the statement "invalidate(back.getBounds().left - mCharPadding`back.getBounds().top - mCharPadding`right + mCharPadding`bottom + mCharPadding);" is 128.,246
venmo_android-pin,com.venmo.android.pin.view,PinputView,onAnimationUpdate,Magic Number,The method contains a magic number: 255,246
venmo_android-pin,com.venmo.android.pin.view,PinputView,onAnimationUpdate,Magic Number,The method contains a magic number: 255,246
venmo_android-pin,com.venmo.android.pin.view,PinputView,onAnimationUpdate,Magic Number,The method contains a magic number: 2,246
venmo_android-pin,com.venmo.android.pin.view,PinKeyboardView,init,Long Statement,The length of the statement "mUnderlinePadding=a.getDimensionPixelSize(R.styleable.PinKeyboardView_pinkeyboardview_underlinePadding`res.getDimensionPixelSize(R.dimen.keyboard_underline_padding));" is 166.,45
venmo_android-pin,com.venmo.android.pin.view,PinKeyboardView,init,Long Statement,The length of the statement "int textSize=a.getDimensionPixelSize(R.styleable.PinKeyboardView_pinkeyboardview_textSize`res.getDimensionPixelSize(R.dimen.pin_keyboard_default_text_size));" is 157.,45
venmo_android-pin,com.venmo.android.pin.view,PinKeyboardView,init,Long Statement,The length of the statement "int underlineColor=a.getColor(R.styleable.PinKeyboardView_pinkeyboardview_keyUnderlineColor`getResources().getColor(R.color.pin_light_gray_50));" is 144.,45
venmo_android-pin,com.venmo.android.pin.view,PinKeyboardView,onDraw,Complex Conditional,The conditional expression keyBackground != null && (key.icon != null || key.label != null) is complex.,83
venmo_android-pin,com.venmo.android.pin.view,PinKeyboardView,onDraw,Long Statement,The length of the statement "canvas.drawLine(key.x + mUnderlinePadding`key.y + key.height - mUnderlinePadding`key.x + key.width - mUnderlinePadding`key.y + key.height - mUnderlinePadding`mUnderlinePaint);" is 175.,83
venmo_android-pin,com.venmo.android.pin.view,PinKeyboardView,onDraw,Magic Number,The method contains a magic number: 2,83
venmo_android-pin,com.venmo.android.pin.view,PinKeyboardView,onDraw,Magic Number,The method contains a magic number: 2,83
venmo_android-pin,com.venmo.android.pin.view,PinKeyboardView,onDraw,Magic Number,The method contains a magic number: 2,83
venmo_android-pin,com.venmo.android.pin.view,PinKeyboardView,onDraw,Magic Number,The method contains a magic number: 2,83
venmo_android-pin,com.venmo.android.pin.view,PinKeyboardView,onDraw,Magic Number,The method contains a magic number: 2,83
