Project Name,Package Name,Architecture Smell,Cause of the Smell
mikvor_money-conversion,info.javaperformance.money,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [LongBitSet]; [MoneyFactory; Money; MoneyLong; MoneyBigDecimal; AbstractMoney; MoneyFactoryTest; MoneyTest]; [MoneyFactory.CharArraySeq]; [MoneyFactory.ByteArraySeq]. LCC (Lack of Component Cohesion) = 0.4
