Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
jensjaeger_play4jpa,models,Task,findByNameWithHql,Long Statement,The length of the statement "return JPA.em().createQuery("from models.Task where name = :name"`Task.class).setParameter("name"`name).getSingleResult();" is 122.,34
jensjaeger_play4jpa,models,TaskTest,testFindByCreatorName,Magic Number,The method contains a magic number: 2,56
jensjaeger_play4jpa,(default package),ApplicationTest,simpleCheck,Magic Number,The method contains a magic number: 2,17
jensjaeger_play4jpa,com.play4jpa.jpa.query,PagedQueryIterator,next,Long Statement,The length of the statement "throw new IllegalStateException("It seems results were cleared during an iteration - do not change pages while iterating");" is 123.,114
jensjaeger_play4jpa,com.play4jpa.test,QueryTest,nePropertyTest,Magic Number,The method contains a magic number: 2,87
jensjaeger_play4jpa,com.play4jpa.test,QueryTest,geTest,Magic Number,The method contains a magic number: 3,107
jensjaeger_play4jpa,com.play4jpa.test,QueryTest,geTest,Magic Number,The method contains a magic number: 3,107
jensjaeger_play4jpa,com.play4jpa.test,QueryTest,geTest,Magic Number,The method contains a magic number: 3,107
jensjaeger_play4jpa,com.play4jpa.test,QueryTest,gePropertyTest,Magic Number,The method contains a magic number: 2,117
jensjaeger_play4jpa,com.play4jpa.test,QueryTest,gtTest,Magic Number,The method contains a magic number: 3,127
jensjaeger_play4jpa,com.play4jpa.test,QueryTest,gtTest,Magic Number,The method contains a magic number: 3,127
jensjaeger_play4jpa,com.play4jpa.test,QueryTest,gtPropertyTest,Magic Number,The method contains a magic number: 2,137
jensjaeger_play4jpa,com.play4jpa.test,QueryTest,leTest,Magic Number,The method contains a magic number: 3,147
jensjaeger_play4jpa,com.play4jpa.test,QueryTest,leTest,Magic Number,The method contains a magic number: 4,147
jensjaeger_play4jpa,com.play4jpa.test,QueryTest,leTest,Magic Number,The method contains a magic number: 3,147
jensjaeger_play4jpa,com.play4jpa.test,QueryTest,lePropertyTest,Magic Number,The method contains a magic number: 2,157
jensjaeger_play4jpa,com.play4jpa.test,QueryTest,ltTest,Magic Number,The method contains a magic number: 3,167
jensjaeger_play4jpa,com.play4jpa.test,QueryTest,ltTest,Magic Number,The method contains a magic number: 2,167
jensjaeger_play4jpa,com.play4jpa.test,QueryTest,ltTest,Magic Number,The method contains a magic number: 3,167
jensjaeger_play4jpa,com.play4jpa.test,QueryTest,ltPropertyTest,Magic Number,The method contains a magic number: 2,177
jensjaeger_play4jpa,com.play4jpa.test,QueryTest,betweenTest,Magic Number,The method contains a magic number: 3,187
jensjaeger_play4jpa,com.play4jpa.test,QueryTest,betweenTest,Magic Number,The method contains a magic number: 6,187
jensjaeger_play4jpa,com.play4jpa.test,QueryTest,betweenTest,Magic Number,The method contains a magic number: 3,187
jensjaeger_play4jpa,com.play4jpa.test,QueryTest,betweenTest,Magic Number,The method contains a magic number: 3,187
jensjaeger_play4jpa,com.play4jpa.test,QueryTest,betweenTest,Magic Number,The method contains a magic number: 6,187
jensjaeger_play4jpa,com.play4jpa.test,QueryTest,inTest,Magic Number,The method contains a magic number: 2,215
jensjaeger_play4jpa,com.play4jpa.test,QueryTest,notInTest,Magic Number,The method contains a magic number: 2,235
jensjaeger_play4jpa,com.play4jpa.test,QueryTest,notInQueryTest,Magic Number,The method contains a magic number: 4,246
jensjaeger_play4jpa,com.play4jpa.test,QueryTest,findDistinctRowCountTest,Magic Number,The method contains a magic number: 2,293
jensjaeger_play4jpa,com.play4jpa.test,QueryTest,findDistinctRowCountTest,Magic Number,The method contains a magic number: 3,293
jensjaeger_play4jpa,com.play4jpa.test,QueryTest,findDistinctRowCountTest,Magic Number,The method contains a magic number: 3,293
jensjaeger_play4jpa,com.play4jpa.test,QueryTest,findMaxValueTest,Magic Number,The method contains a magic number: 30,314
jensjaeger_play4jpa,com.play4jpa.test,FinderTest,allTest,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@37d3e740,17
