Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
shamanland_floating-action-button,com.shamanland.fab.example,ExampleListActivity,onCreateOptionsMenu,Long Statement,The length of the statement "MenuItem item=menu.add(Menu.NONE`R.id.switch_theme`Menu.NONE`getSavedTheme() == R.style.AppTheme_Dark ? R.string.light_theme : R.string.dark_theme);" is 148.,45
shamanland_floating-action-button,com.shamanland.fab.example,ExampleAdapter,getCount,Magic Number,The method contains a magic number: 1000,19
shamanland_floating-action-button,com.shamanland.fab,ScrollDetector,getSlop,Magic Number,The method contains a magic number: 2,45
shamanland_floating-action-button,com.shamanland.fab,FloatingActionButton,updateBackground,Complex Method,Cyclomatic complexity of the method is 10,302
shamanland_floating-action-button,com.shamanland.fab,FloatingActionButton,updateBackground,Magic Number,The method contains a magic number: 2,302
shamanland_floating-action-button,com.shamanland.fab,FloatingActionButton,getShadowRadius,Magic Number,The method contains a magic number: 2,356
