Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
JorgeCastilloPrz_Corleone,com.github.jorgecastilloprz.corleone.sample.domain.usecases.contexts,CorleoneContexts,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: OBTAIN_GAMES; BOOKMARK_GAME; COMMENT_GAME
