Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter4,Primitives,printTrackLengthStatistics,Long Statement,The length of the statement "System.out.printf("Max: %d` Min: %d` Ave: %f` Sum: %d"`trackLengthStats.getMax()`trackLengthStats.getMin()`trackLengthStats.getAverage()`trackLengthStats.getSum());" is 164.,10
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter4,TestOrder,initOrder,Magic Number,The method contains a magic number: 467,42
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter4,TestOrder,initOrder,Magic Number,The method contains a magic number: 442,42
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter4,TestOrder,countsRunningTime,Magic Number,The method contains a magic number: 909,49
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter4,TestOrder,countsTracks,Magic Number,The method contains a magic number: 2,59
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter7,Testing,forEachLoggingFailure,Long Statement,The length of the statement "album.getMusicians().filter(artist -> artist.getName().startsWith("The")).map(artist -> artist.getNationality()).forEach(nationality -> System.out.println("Found: " + nationality));" is 181.,62
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter7,Testing,forEachLoggingFailure,Long Statement,The length of the statement "Set<String> nationalities=album.getMusicians().filter(artist -> artist.getName().startsWith("The")).map(artist -> artist.getNationality()).collect(Collectors.<String>toSet());" is 175.,62
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter7,Testing,nationalityReportUsingPeek,Long Statement,The length of the statement "Set<String> nationalities=album.getMusicians().filter(artist -> artist.getName().startsWith("The")).map(artist -> artist.getNationality()).peek(nation -> System.out.println("Found nationality: " + nation)).collect(Collectors.<String>toSet());" is 242.,78
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter7,TestingTest,mockitoLambdas,Magic Number,The method contains a magic number: 3,44
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter7,OrderDomainExampleTest,canCountFeatures,Long Statement,The length of the statement "OrderDomain order=new OrderDomain(asList(newAlbum("Exile on Main St.")`newAlbum("Beggars Banquet")`newAlbum("Aftermath")`newAlbum("Let it Bleed")));" is 148.,18
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter7,OrderDomainExampleTest,canCountFeatures,Magic Number,The method contains a magic number: 8,18
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter7,OrderDomainExampleTest,canCountFeatures,Magic Number,The method contains a magic number: 2,18
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter5,StringExamples,formatArtistsRefactor3,Long Statement,The length of the statement "StringCombiner combined=artists.stream().map(Artist::getName).reduce(new StringCombiner("` "`"["`"]")`StringCombiner::add`StringCombiner::merge);" is 145.,73
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter5,StringExamples,formatArtistsRefactor4,Long Statement,The length of the statement "String result=artists.stream().map(Artist::getName).reduce(new StringCombiner("` "`"["`"]")`StringCombiner::add`StringCombiner::merge).toString();" is 146.,87
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter5,StringExamples,formatArtistsReducing,Long Statement,The length of the statement "String result=artists.stream().map(Artist::getName).collect(Collectors.reducing(new StringCombiner("` "`"["`"]")`name -> new StringCombiner("` "`"["`"]").add(name)`StringCombiner::merge)).toString();" is 199.,110
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter5,CollectorExamples,toCollectionTreeset,Magic Number,The method contains a magic number: 2,21
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter5,CollectorExamples,toCollectionTreeset,Magic Number,The method contains a magic number: 3,21
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter5,EncounterOrderTest,listToStream,Magic Number,The method contains a magic number: 2,18
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter5,EncounterOrderTest,listToStream,Magic Number,The method contains a magic number: 3,18
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter5,EncounterOrderTest,listToStream,Magic Number,The method contains a magic number: 4,18
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter5,EncounterOrderTest,hashSetToStream,Magic Number,The method contains a magic number: 4,30
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter5,EncounterOrderTest,hashSetToStream,Magic Number,The method contains a magic number: 3,30
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter5,EncounterOrderTest,hashSetToStream,Magic Number,The method contains a magic number: 2,30
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter5,EncounterOrderTest,hashSetToStream,Magic Number,The method contains a magic number: 4,30
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter5,EncounterOrderTest,hashSetToStream,Magic Number,The method contains a magic number: 3,30
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter5,EncounterOrderTest,hashSetToStream,Magic Number,The method contains a magic number: 2,30
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter5,EncounterOrderTest,hashSetToStreamSorted,Magic Number,The method contains a magic number: 4,44
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter5,EncounterOrderTest,hashSetToStreamSorted,Magic Number,The method contains a magic number: 3,44
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter5,EncounterOrderTest,hashSetToStreamSorted,Magic Number,The method contains a magic number: 2,44
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter5,EncounterOrderTest,hashSetToStreamSorted,Magic Number,The method contains a magic number: 2,44
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter5,EncounterOrderTest,hashSetToStreamSorted,Magic Number,The method contains a magic number: 3,44
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter5,EncounterOrderTest,hashSetToStreamSorted,Magic Number,The method contains a magic number: 4,44
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter5,EncounterOrderTest,toStreamMapped,Magic Number,The method contains a magic number: 2,57
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter5,EncounterOrderTest,toStreamMapped,Magic Number,The method contains a magic number: 3,57
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter5,EncounterOrderTest,toStreamMapped,Magic Number,The method contains a magic number: 4,57
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter5,EncounterOrderTest,toStreamMapped,Magic Number,The method contains a magic number: 2,57
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter5,EncounterOrderTest,toStreamMapped,Magic Number,The method contains a magic number: 3,57
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter5,EncounterOrderTest,toStreamMapped,Magic Number,The method contains a magic number: 4,57
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter5,EncounterOrderTest,toStreamMapped,Magic Number,The method contains a magic number: 5,57
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter5,EncounterOrderTest,toStreamMapped,Magic Number,The method contains a magic number: 2,57
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter5,EncounterOrderTest,toStreamMapped,Magic Number,The method contains a magic number: 3,57
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter5,EncounterOrderTest,toStreamMapped,Magic Number,The method contains a magic number: 4,57
RichardWarburton_java-8-lambdas-exercises,com.insightfullogic.java8.examples.chapter5,EncounterOrderTest,toStreamMapped,Magic Number,The method contains a magic number: 5,57
